row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,neg_FRN5_N2.mzML Peak area,neg_FRN3_N2.mzML Peak area,neg_FRN2_N2.mzML Peak area,neg_FRN4_N2.mzML Peak area,neg_HFO5_N2.mzML Peak area,neg_HFO2_N2.mzML Peak area,neg_HFO1_N2.mzML Peak area,neg_FRN1_N2.mzML Peak area,neg_HFO4_N2.mzML Peak area,neg_HFO3_N2.mzML Peak area,
5064,225.02501451866416,4.4682474,,,,,,,,,,,0,17681.133,40433.305,0,0,30325.389,0,70093.84,61680.47,94377.54,
5065,303.20436112181375,4.4694214,,,,,,,,,,,0,0,0,0,0,0,152943.23,0,0,0,
5066,712.5077391586995,4.4694214,,,,,,,,,,,0,0,0,0,0,0,39312.97,0,0,0,
5067,583.1376154677796,4.470361,,,,,,,,,,,0,0,100969.69,0,0,0,0,180291.66,165196.64,225843.05,
5068,555.2659090636968,4.4704533,,,,,,,,,,,26860.902,0,0,0,0,30445.39,21799.227,0,0,0,
5069,297.04723437275135,4.47076,,,,,,,,,,,0,0,34213.203,0,21538.496,20760.719,0,63739.266,65150.324,89067.53,
5070,915.5345002310187,4.4708867,,,,,,,,,,,47377.332,0,0,0,0,0,0,0,81454.37,89068.45,
5071,285.0646614080655,4.471159,,,,,,,,,,,0,0,0,0,0,0,0,9675.697,0,0,
5072,366.267285830135,4.471159,,,,,,,,,,,0,0,0,0,0,0,0,11766.895,0,0,
5073,600.1281095722007,4.471159,,,,,,,,,,,0,0,0,0,0,0,0,36534.266,0,0,
5074,875.545653392189,4.471159,,,,,,,,,,,0,0,0,0,0,0,0,17942.547,0,0,
5075,450.2961902254846,4.471287,,,,,,,,,,,118562.93,160943.11,138794.38,130814.62,136170.98,154594.06,114515.13,0,0,0,
5076,582.1407015018586,4.4716763,,,,,,,,,,,0,0,155688.06,0,107375.93,0,0,0,0,372529.84,
5077,606.3771803332226,4.4729505,,,,,,,,,,,82239.695,42065.42,0,43129.457,79104.984,0,0,52346.8,72538.914,78138.86,
5078,598.1300467245087,4.4731765,,,,,,,,,,,0,0,0,0,0,0,0,127610.36,119161.69,143670.33,
5079,591.2682325048197,4.4739466,,,,,,,,,,,0,0,0,0,0,0,0,13998.655,28530.629,0,
5080,495.2997528232621,4.4749365,,,,,,,,,,,88465.9,108476.06,83609.22,74554.21,0,0,0,49185.383,0,0,
5081,467.28586758593497,4.476226,,,,,,,,,,,34427.254,37221.17,0,0,29443.76,0,0,0,21082.236,0,
5082,305.2389372711681,4.4767346,,,,,,,,,,,0,0,0,0,0,0,0,0,1147280.5,0,
5083,255.22405116704243,4.4777017,,,,,,,,,,,0,0,38355.81,0,0,0,0,0,0,0,
5084,509.26069491778077,4.4785604,,,,,,,,,,,0,0,0,45755.742,0,0,0,0,0,0,
5085,301.21744104366354,4.4787307,,,,,,,,,,,0,0,0,0,52728.477,0,0,0,32759.035,0,
5086,299.22251064590597,4.479074,,,,,,,,,,,0,49050.953,97468.44,78124.0,0,0,0,55498.777,43403.906,23185.764,
5087,811.4953346437414,4.4795966,,,,,,,,,,,36547.953,0,0,0,0,0,0,31356.691,0,56358.023,
5088,512.3078650157296,4.480087,,,,,,,,,,,74653.23,0,0,33789.863,41528.277,0,0,0,0,0,
5089,451.2906741791242,4.4801807,,,,,,,,,,,0,0,0,186417.27,0,246687.03,165792.2,0,0,0,
5090,303.25611555700146,4.480791,,,,,,,,,,,0,0,201776.1,0,0,209716.22,0,0,0,155024.66,
5091,610.4397425899431,4.481104,,,,,,,,,,,49253.543,0,60491.05,49219.94,43700.12,77721.87,69804.984,36552.715,35780.547,58903.26,
5092,743.4458466145115,4.481551,,,,,,,,,,,0,0,0,0,33029.223,0,0,0,25371.95,21903.086,
5093,609.4785270943452,4.482135,,,,,,,,,,,0,54954.49,0,0,0,0,0,0,0,0,
5094,451.1934608513711,4.482772,,,,,,,,,,,115453.48,162357.6,209280.84,153022.39,116612.47,153366.4,140647.98,117886.15,110568.15,126160.57,
5095,635.5338808289179,4.4836226,,,,,,,,,,,0,68216.66,0,78009.31,60975.914,0,125024.98,0,56954.094,0,
5096,452.29344179933435,4.4837213,,,,,,,,,,,0,0,0,0,27229.95,0,0,35284.83,0,0,
5097,669.4044158709459,4.4844174,,,,,,,,,,,0,0,0,0,0,0,30397.256,0,0,0,
5098,469.28355213676184,4.485113,,,,,,,,,,,0,0,0,50076.973,0,0,0,0,28415.914,0,
5099,778.627991965147,4.48514,,,,,,,,,,,0,0,0,137874.97,0,0,244579.31,0,129905.91,0,
5100,468.2812593526942,4.4856205,,,,,,,,,,,589355.2,105621.3,159895.0,0,145460.45,467124.12,388699.22,0,0,0,
5101,450.18094171582266,4.4859505,,,,,,,,,,,36914.14,31319.582,0,26534.994,0,0,0,27781.473,0,0,
5102,485.1436242411228,4.486267,,,,,,,,,,,48624.164,43637.82,0,45362.67,27895.48,0,0,25406.15,24922.713,0,
5103,846.5128205756725,4.4863005,,,,,,,,,,,38569.332,0,0,0,0,0,0,0,56256.258,0,
5104,388.2103382777284,4.4863567,,,,,,,,,,,59407.76,69982.34,93525.66,51229.84,0,85823.445,89821.87,51003.656,47288.332,75301.28,
5105,349.2380698265909,4.487412,,,,,,,,,,,161897.0,196390.2,303729.47,166899.05,156588.16,300660.06,420311.8,121397.78,130324.45,217412.6,
5106,303.214685979155,4.487425,,,,,,,,,,,349280.62,419224.1,628804.4,334641.62,326701.88,667252.75,894108.44,249096.44,303167.78,539821.5,
5107,303.2327079896895,4.487425,,,,,,,,,,,5.657054E7,6.735312E7,9.988105E7,5.51435E7,5.138362E7,9.96331E7,1.3327373E8,4.320858E7,4.975968E7,8.302273E7,
5108,443.2419014748826,4.487429,,,,,,,,,,,0,0,0,0,0,0,0,0,0,167920.11,
5109,371.2200730634004,4.4874654,,,,,,,,,,,175478.61,201305.86,270228.38,162465.81,145318.64,223145.4,290925.66,137468.78,149561.1,203352.33,
5110,607.4728527435965,4.487509,,,,,,,,,,,440220.97,538450.4,976077.44,413434.56,353324.53,1112554.5,1682283.1,251231.17,312415.97,744854.06,
5111,341.2061419612769,4.4880953,,,,,,,,,,,0,51034.164,59607.074,0,0,65140.39,86532.16,0,0,56599.574,
5112,590.2668677371972,4.4884067,,,,,,,,,,,83372.71,73024.484,0,48377.723,157076.2,0,0,39957.758,152290.62,80357.695,
5113,434.20329635800505,4.488585,,,,,,,,,,,32027.377,0,51330.074,33018.35,29263.035,32404.875,0,42371.082,30661.166,0,
5114,339.20908470606315,4.489053,,,,,,,,,,,95435.37,127748.375,186905.58,91932.93,89725.05,209152.27,282280.5,82115.95,96620.234,145197.27,
5115,633.5280061943624,4.4890594,,,,,,,,,,,620235.94,675556.2,846252.25,602233.0,586480.3,993284.6,1096463.4,494189.2,507577.97,784007.6,
5116,609.4374020398667,4.489131,,,,,,,,,,,110128.4,117343.72,151090.25,103967.414,108299.29,154504.72,210110.17,82415.1,92909.04,143387.62,
5117,711.5045086117163,4.4891233,,,,,,,,,,,31833.21,0,0,0,30913.264,54498.71,0,28407.541,0,0,
5118,484.2764318470645,4.4901705,,,,,,,,,,,0,247288.1,149708.16,0,84845.766,82522.83,84230.88,0,0,0,
5119,303.25091683178886,4.490383,,,,,,,,,,,0,0,538147.75,317048.25,0,547619.8,740022.9,0,0,467130.66,
5120,777.6248424663302,4.4905243,,,,,,,,,,,218324.5,279752.22,321706.62,242714.78,209090.14,397481.12,450703.03,197587.33,204010.92,303607.88,
5121,350.2409671188202,4.4907727,,,,,,,,,,,0,36818.605,0,0,0,0,0,24428.0,0,58828.36,
5122,303.20948073667563,4.491367,,,,,,,,,,,0,0,194585.22,116018.7,118278.164,189741.66,281863.12,0,0,186409.95,
5123,303.2183233942694,4.4914265,,,,,,,,,,,277200.88,0,502109.1,259685.45,268882.97,534030.44,693187.6,196544.69,250653.05,425584.47,
5124,417.2127181705187,4.4915414,,,,,,,,,,,30133.168,33328.09,40999.98,33258.414,29738.719,0,0,27220.283,34551.977,0,
5125,259.2426260200107,4.491582,,,,,,,,,,,48368.06,67157.84,97810.86,67034.805,0,95641.484,135782.27,48502.34,38155.938,79917.14,
5126,898.544753964939,4.4918566,,,,,,,,,,,0,0,0,0,68504.42,0,0,0,0,37966.027,
5127,634.5311009831754,4.491958,,,,,,,,,,,0,301307.56,0,271743.84,271946.75,0,544342.8,241069.1,211376.52,0,
5128,392.2834129371633,4.492237,,,,,,,,,,,0,0,0,51901.09,44718.203,0,0,21947.156,0,0,
5129,304.2176794833794,4.492507,,,,,,,,,,,0,0,0,0,0,0,0,0,68201.445,0,
5130,304.23580844187234,4.492507,,,,,,,,,,,0,0,0,0,0,0,0,0,1.0825014E7,0,
5131,365.26433408414806,4.4930716,,,,,,,,,,,0,0,0,0,0,119480.375,0,0,0,0,
5132,399.2201004411904,4.493555,,,,,,,,,,,43696.816,0,63956.285,38194.51,0,72026.52,70380.164,0,37893.996,52970.605,
5133,779.6288503892674,4.494168,,,,,,,,,,,44899.777,51695.48,68157.47,49348.832,46421.734,0,0,34364.04,0,0,
5134,210.94547000820285,4.495867,,,,,,,,,,,13487.91,0,0,0,0,0,0,0,0,0,
5135,608.4761214197677,4.495867,,,,,,,,,,,184293.6,0,0,0,0,0,0,0,0,0,
5136,495.31757579058643,4.4962835,,,,,,,,,,,0,0,0,0,29595.34,0,0,0,0,0,
5137,424.17487332261106,4.497613,,,,,,,,,,,0,0,0,0,0,0,0,15484.7705,18543.049,0,
5138,304.2538790229123,4.497887,,,,,,,,,,,0,75713.99,0,0,0,0,0,0,0,0,
5139,306.24167774555065,4.4987946,,,,,,,,,,,91183.086,97991.91,159073.66,0,0,0,0,0,68257.89,0,
5140,837.5904760051633,4.5027194,,,,,,,,,,,0,0,0,0,0,0,0,14245.119,0,0,
5141,372.2231437279351,4.5027833,,,,,,,,,,,0,0,57405.375,0,30220.531,0,0,0,0,0,
5142,375.18497616333315,4.5031896,,,,,,,,,,,0,0,0,0,0,0,0,0,0,29264.73,
5143,518.2095332623345,4.504111,,,,,,,,,,,43245.83,0,28883.465,0,0,0,0,0,25015.84,0,
5144,812.5062743878159,4.5050287,,,,,,,,,,,0,0,0,0,0,0,0,30135.662,50071.008,0,
5145,452.19577632364246,4.505406,,,,,,,,,,,34896.074,48487.68,0,49643.36,0,0,0,39188.613,0,0,
5146,744.4468947357161,4.507472,,,,,,,,,,,39239.527,0,0,0,0,0,0,0,0,38662.65,
5147,433.1898892499921,4.5081887,,,,,,,,,,,0,31442.754,0,0,0,0,0,22131.213,0,0,
5148,859.5099276628109,4.5120606,,,,,,,,,,,0,0,0,0,27107.75,0,0,0,0,0,
5149,467.3199105612413,4.51241,,,,,,,,,,,55576.69,62913.14,65465.06,37008.586,91312.83,76184.95,67946.25,56646.805,66050.16,77398.28,
5150,808.4765094383223,4.5170584,,,,,,,,,,,45451.906,0,0,0,0,0,0,0,30042.37,0,
5151,600.3706238131947,4.5171113,,,,,,,,,,,42142.05,43357.402,0,40095.7,50676.797,67336.72,56159.23,33043.934,0,0,
5152,582.3773668364465,4.5185294,,,,,,,,,,,109655.555,132112.19,122210.95,108560.62,170936.61,210323.7,269454.62,89133.1,179225.0,182454.97,
5153,599.3674499486372,4.521631,,,,,,,,,,,125314.15,138995.67,171989.16,150555.95,179390.17,209811.34,271500.25,148676.22,200565.69,208800.22,
5154,684.3442465796074,4.5230174,,,,,,,,,,,0,0,0,0,0,0,0,0,20392.887,0,
5155,407.2650224003374,4.5237465,,,,,,,,,,,0,0,0,0,0,126439.95,0,0,30074.86,0,
5156,465.3043315596495,4.5240664,,,,,,,,,,,0,0,30029.787,0,0,0,0,0,0,0,
5157,585.3523789917164,4.5240664,,,,,,,,,,,0,0,47112.887,0,0,0,0,0,0,0,
5158,377.28979686845224,4.5247726,,,,,,,,,,,0,45283.54,0,297518.75,0,0,0,0,0,169855.83,
5159,571.3724793062952,4.5326014,,,,,,,,,,,44142.74,53498.43,52324.887,35409.492,60940.047,65460.92,86379.48,40536.87,59580.74,48897.63,
5160,554.3823236271828,4.534124,,,,,,,,,,,54529.99,47303.062,58178.055,36261.1,56021.92,60300.285,65036.58,48851.99,67286.24,60389.25,
5161,583.3808684444368,4.540188,,,,,,,,,,,0,0,0,31601.045,0,61538.316,62440.223,38870.965,0,0,
5162,277.217377529726,4.540792,,,,,,,,,,,0,0,0,15235.332,0,0,0,0,0,0,
5163,481.3137357932551,4.544812,,,,,,,,,,,0,0,0,0,9502.861,0,49382.363,0,0,0,
5164,787.4956155771482,4.549255,,,,,,,,,,,0,0,0,0,0,0,0,19525.912,0,0,
5165,918.5420067750223,4.55229,,,,,,,,,,,8943.215,0,0,0,0,0,20736.832,0,0,0,
5166,341.2692700255279,4.554555,,,,,,,,,,,0,0,0,0,0,0,0,0,4018.1836,0,
5167,576.3320523182333,4.556142,,,,,,,,,,,0,0,0,0,0,0,6792.365,0,0,6958.8447,
5168,479.31958837652354,4.5592356,,,,,,,,,,,0,0,0,0,41741.11,0,0,0,0,0,
5169,568.3617171884309,4.5608544,,,,,,,,,,,0,0,44745.594,0,0,0,37610.082,26910.236,0,0,
5170,754.4658330565984,4.5649905,,,,,,,,,,,0,0,0,0,0,0,0,12491.168,0,0,
5171,786.4919488962485,4.566221,,,,,,,,,,,46231.168,39164.73,37712.168,27819.936,48538.844,0,47072.016,33036.14,0,46641.78,
5172,241.2171002302215,4.5666866,,,,,,,,,,,0,12944.455,0,0,0,13007.904,0,13010.216,14092.129,0,
5173,628.2520159402873,4.570403,,,,,,,,,,,0,0,0,0,0,0,0,0,3614.2083,0,
5174,899.5408196436977,4.5755744,,,,,,,,,,,4852.889,0,0,0,0,0,7374.664,0,0,0,
5175,227.20157749584124,4.576151,,,,,,,,,,,15067.048,0,0,8270.673,0,0,0,0,0,21383.154,
5176,535.2201908497789,4.577688,,,,,,,,,,,0,0,0,0,0,0,21853.674,0,0,0,
5177,375.2541114599653,4.5794725,,,,,,,,,,,0,0,0,5116.692,0,18569.703,0,0,0,0,
5178,401.29045729306307,4.5797105,,,,,,,,,,,521980.25,553455.75,613306.56,564209.4,671235.7,527770.94,598721.5,627605.06,731219.75,492509.78,
5179,466.30690831378746,4.5806675,,,,,,,,,,,0,0,0,0,0,0,0,10869.603,0,0,
5180,933.5352372186574,4.5810776,,,,,,,,,,,75180.125,47173.375,0,0,82169.3,40144.65,69819.44,46019.23,0,100079.51,
5181,660.5477526139643,4.5816536,,,,,,,,,,,0,0,0,0,0,0,19997.584,0,5431.7363,7572.628,
5182,377.1806251883159,4.581896,,,,,,,,,,,0,0,0,0,0,0,0,0,0,12225.671,
5183,659.5443292957511,4.5824614,,,,,,,,,,,0,9769.539,16616.396,11627.832,19222.51,33902.93,0,0,0,0,
5184,549.291966527363,4.583175,,,,,,,,,,,0,0,0,43923.54,0,0,80433.086,36509.918,45069.133,0,
5185,465.3182748703489,4.583454,,,,,,,,,,,0,0,0,0,0,0,0,59828.75,82591.06,0,
5186,803.6406927728127,4.584605,,,,,,,,,,,0,0,5548.2354,0,9828.457,11788.836,12973.065,0,0,10780.168,
5187,331.2548311414684,4.585734,,,,,,,,,,,32403.395,0,0,0,0,91389.04,0,36290.58,0,0,
5188,393.25857810791825,4.5858593,,,,,,,,,,,0,0,0,0,0,0,0,0,44880.293,0,
5189,514.2678015748236,4.5858593,,,,,,,,,,,0,0,0,0,0,0,0,0,3224.5706,0,
5190,854.5177620317899,4.5858593,,,,,,,,,,,0,0,0,0,0,0,0,0,39068.703,0,
5191,882.5483140408161,4.5858593,,,,,,,,,,,0,0,0,0,0,0,0,0,7764.171,0,
5192,329.24828593609357,4.585992,,,,,,,,,,,1343495.8,1620726.2,2363496.2,1424083.2,2233292.2,3742651.0,4210802.5,1473091.4,2350501.2,3122495.5,
5193,464.3141921293275,4.585981,,,,,,,,,,,270977.12,375093.53,454398.2,303267.56,389153.84,476954.47,736693.56,294589.0,409105.75,352149.56,
5194,534.2187244130243,4.58663,,,,,,,,,,,0,0,0,0,0,29955.783,0,0,0,0,
5195,891.5347235803079,4.5881042,,,,,,,,,,,0,0,0,19302.023,0,0,0,0,0,0,
5196,402.2938939390459,4.588636,,,,,,,,,,,120690.945,0,0,125945.48,164016.45,0,0,0,174131.39,0,
5197,527.3094774455284,4.588786,,,,,,,,,,,21118.604,29420.031,0,24814.69,0,0,0,0,33346.21,0,
5198,330.2515938814853,4.5898604,,,,,,,,,,,330519.78,0,0,0,0,0,0,0,0,0,
5199,391.2617675017592,4.590632,,,,,,,,,,,89305.75,108815.08,115695.73,97995.625,127970.77,113484.65,136810.62,115552.44,149035.06,98064.16,
5200,624.387854915628,4.590719,,,,,,,,,,,0,0,0,0,42252.203,0,0,0,0,0,
5201,859.5100139598427,4.590719,,,,,,,,,,,0,0,0,0,11092.754,0,0,0,0,0,
5202,359.1529735752445,4.591531,,,,,,,,,,,0,3091.223,0,0,0,0,0,0,0,0,
5203,383.18442255716224,4.591531,,,,,,,,,,,0,10731.492,0,0,0,0,0,0,0,0,
5204,578.3457776580876,4.591531,,,,,,,,,,,0,10015.81,0,0,0,0,0,0,0,0,
5205,375.18463564984086,4.591709,,,,,,,,,,,102546.445,195038.86,0,333511.88,58022.605,167248.2,150594.25,69247.61,0,190030.55,
5206,889.5181139365075,4.5917215,,,,,,,,,,,11231.229,0,0,0,0,0,19182.908,0,0,0,
5207,467.28605024258434,4.595702,,,,,,,,,,,38656.957,65980.1,30404.748,114274.82,59760.656,48366.71,0,0,39745.273,45704.074,
5208,393.2853458594462,4.596505,,,,,,,,,,,0,0,0,0,0,0,0,4752.6484,0,0,
5209,892.539246956004,4.5976834,,,,,,,,,,,0,0,0,0,0,0,0,0,0,13977.632,
5210,526.3121659157732,4.6026206,,,,,,,,,,,0,0,26487.664,0,0,0,0,0,0,0,
5211,543.3026810983724,4.6026206,,,,,,,,,,,0,0,35051.184,0,0,0,0,0,0,0,
5212,923.5042655405096,4.6026206,,,,,,,,,,,0,0,16817.21,0,0,0,0,0,0,0,
5213,684.4234141391477,4.604642,,,,,,,,,,,0,0,0,0,9432.433,6045.215,0,0,0,0,
5214,848.5254701248182,4.6052938,,,,,,,,,,,23447.137,0,0,0,0,0,0,0,0,0,
5215,875.5428152181391,4.6052938,,,,,,,,,,,24818.326,0,0,0,0,0,0,0,0,0,
5216,404.32762130311704,4.6055837,,,,,,,,,,,0,15433.144,7074.5225,0,7885.3037,0,0,0,0,0,
5217,436.3193602820663,4.6064672,,,,,,,,,,,0,0,0,0,14519.895,0,0,0,0,0,
5218,448.9958318557859,4.6064672,,,,,,,,,,,0,0,0,0,4197.715,0,0,0,0,0,
5219,550.3595214040064,4.6064672,,,,,,,,,,,0,0,0,0,15495.232,0,0,0,0,0,
5220,638.4035264857334,4.606889,,,,,,,,,,,69171.39,0,0,32153.479,63105.996,44674.44,0,0,63065.76,0,
5221,934.536734396313,4.607557,,,,,,,,,,,0,0,0,0,22822.984,0,19504.098,0,0,0,
5222,734.5029351130797,4.607664,,,,,,,,,,,0,12573.562,0,0,0,0,0,0,0,0,
5223,411.2056211931086,4.60795,,,,,,,,,,,0,0,0,7915.9375,0,0,0,10042.356,0,0,
5224,810.4923735142571,4.609774,,,,,,,,,,,167966.42,56457.824,59043.887,76274.39,244310.39,114093.14,0,79726.27,134123.66,130494.8,
5225,251.1478977383299,4.6125507,,,,,,,,,,,0,0,0,0,0,0,0,7116.2993,0,0,
5226,573.2578924242713,4.6125507,,,,,,,,,,,0,0,0,0,0,0,0,12679.496,0,0,
5227,644.3929685230609,4.6138773,,,,,,,,,,,0,0,0,0,0,0,0,0,0,19600.684,
5228,932.5235241512154,4.6138773,,,,,,,,,,,0,0,0,0,0,0,0,0,0,15519.072,
5229,557.3199530474699,4.6152353,,,,,,,,,,,15991.805,0,0,0,0,0,48444.3,0,23501.785,9617.312,
5230,377.3002000502582,4.6163573,,,,,,,,,,,65419.6,0,0,452586.38,0,0,170823.12,0,0,0,
5231,487.2677199134555,4.6174307,,,,,,,,,,,0,0,0,0,4536.3853,0,0,4766.0195,0,0,
5232,363.1844887635513,4.617564,,,,,,,,,,,0,0,0,0,0,21469.475,0,0,11119.127,0,
5233,378.2928849757319,4.6176023,,,,,,,,,,,0,0,0,0,17449.545,0,0,24617.1,0,0,
5234,216.8800888851674,4.6177173,,,,,,,,,,,0,0,0,0,0,67067.98,0,0,0,0,
5235,315.20922737955493,4.618796,,,,,,,,,,,0,0,17004.262,0,0,0,0,0,0,0,
5236,366.2672696307456,4.618811,,,,,,,,,,,0,0,0,0,0,34952.863,16097.328,0,0,12927.996,
5237,627.4475157542096,4.618796,,,,,,,,,,,0,0,38079.8,0,0,0,0,0,0,0,
5238,611.533896492772,4.6192307,,,,,,,,,,,51353.184,0,0,0,42543.33,0,0,0,0,80743.42,
5239,463.1394890404288,4.6193833,,,,,,,,,,,0,0,0,14655.467,0,0,0,0,0,0,
5240,365.2643747770268,4.620012,,,,,,,,,,,100214.016,0,0,0,89106.15,156826.75,152159.17,0,0,154034.53,
5241,428.1955227226115,4.6200557,,,,,,,,,,,19966.656,23733.402,0,0,16585.195,0,0,18924.951,0,0,
5242,375.2932241362161,4.620464,,,,,,,,,,,2.9333738E7,2.9977136E7,2.1792398E7,0,0,2.4121642E7,3.296317E7,2.9888274E7,3.1241322E7,3.154829E7,
5243,450.2961528583145,4.6206675,,,,,,,,,,,140980.22,163919.16,0,135395.53,145652.33,204915.73,247098.6,303984.88,169689.89,344411.03,
5244,915.5327945611199,4.6207747,,,,,,,,,,,33812.09,11133.629,0,0,0,0,0,0,34869.246,0,
5245,452.2934991538345,4.62101,,,,,,,,,,,0,102372.11,0,48034.6,47558.12,0,21680.672,54154.887,54238.85,41155.543,
5246,612.533405341209,4.6214647,,,,,,,,,,,9224.275,0,0,0,0,0,0,0,0,0,
5247,560.4761588884497,4.621824,,,,,,,,,,,0,45829.758,0,36218.03,35146.945,0,0,0,0,0,
5248,441.26250456086973,4.6220865,,,,,,,,,,,11191.933,0,0,0,11095.962,33931.543,31965.902,0,20168.553,30719.734,
5249,591.2687996180591,4.622302,,,,,,,,,,,0,0,34589.816,0,27638.045,0,17939.727,13439.547,23523.057,0,
5250,813.4709526326933,4.6226544,,,,,,,,,,,0,0,0,0,11388.686,0,0,0,0,0,
5251,755.6287171440832,4.6228642,,,,,,,,,,,23642.336,26152.77,0,0,0,0,0,0,25536.953,36815.58,
5252,495.33007325236196,4.623024,,,,,,,,,,,0,0,0,0,30899.875,68385.18,0,23798.26,45473.54,36124.703,
5253,451.2906099788304,4.6233463,,,,,,,,,,,278510.9,360845.0,0,156668.27,227922.22,0,299744.78,168752.5,304918.4,683911.3,
5254,861.6810296216893,4.623433,,,,,,,,,,,0,8488.587,0,0,0,0,0,0,0,0,
5255,250.14478083745968,4.6235323,,,,,,,,,,,0,0,0,0,0,0,0,0,61870.996,75882.62,
5256,501.21964509680413,4.623536,,,,,,,,,,,0,24377.346,35031.74,0,26548.193,0,0,0,0,32716.867,
5257,645.4025780337054,4.623678,,,,,,,,,,,0,0,0,0,0,7475.8516,0,0,0,8166.7534,
5258,754.6277563750409,4.623897,,,,,,,,,,,73373.29,78572.49,102206.69,75288.59,71814.26,124402.03,136043.61,58441.08,78405.71,102671.02,
5259,484.27640879911775,4.6242523,,,,,,,,,,,151043.31,0,100081.555,46022.594,96365.66,99649.7,123645.625,0,0,144141.62,
5260,555.2660158772264,4.625256,,,,,,,,,,,0,54589.336,59098.71,50546.34,0,0,0,58596.816,39931.68,104528.11,
5261,513.3101532193213,4.625355,,,,,,,,,,,0,0,17572.834,0,0,0,0,0,10531.043,0,
5262,367.2614839883756,4.625458,,,,,,,,,,,29711.203,38810.867,43402.582,40025.656,0,63301.395,51152.656,0,33942.734,42107.65,
5263,410.20352196933146,4.625472,,,,,,,,,,,44497.195,45273.93,60226.914,51211.38,37798.984,52704.652,40309.65,40159.77,39850.387,48171.406,
5264,498.2924076153722,4.6257935,,,,,,,,,,,8321.824,0,0,0,0,0,21647.502,0,20139.732,0,
5265,590.266910763192,4.625904,,,,,,,,,,,0,89815.414,76826.21,54421.652,0,0,27261.707,72647.234,0,63762.477,
5266,813.5103681866638,4.626165,,,,,,,,,,,0,0,0,0,30524.98,0,0,0,0,49704.816,
5267,585.4373565537993,4.627013,,,,,,,,,,,39939.797,47463.13,61205.47,45703.68,47232.21,66578.1,66538.1,35366.74,43853.105,60658.297,
5268,461.1437780528471,4.6270533,,,,,,,,,,,40523.9,37695.562,41125.17,40598.637,26217.414,30732.281,29518.217,25207.45,24849.557,31977.91,
5269,427.1933919101178,4.6270647,,,,,,,,,,,61732.266,88917.13,107838.52,93741.016,62258.023,90684.34,71759.58,69718.2,66151.83,73213.49,
5270,931.5220765416786,4.627016,,,,,,,,,,,0,0,0,0,0,0,23923.467,0,0,33885.727,
5271,609.5279333398536,4.6270585,,,,,,,,,,,537259.75,599948.5,717828.6,531440.4,539164.6,839971.6,942218.06,445156.2,540682.8,734449.7,
5272,468.28113582213786,4.6272,,,,,,,,,,,0,171736.95,156623.7,241525.28,227851.55,202130.27,0,218538.31,0,349936.44,
5273,279.2121555399098,4.6274567,,,,,,,,,,,45426.67,47568.277,64889.797,40964.594,0,68652.91,90669.25,0,41540.19,58624.305,
5274,585.3513902976499,4.628307,,,,,,,,,,,0,0,0,0,0,0,0,22062.438,0,0,
5275,687.5052220126554,4.628307,,,,,,,,,,,0,0,0,0,0,0,0,9395.091,0,0,
5276,650.2345972244643,4.628353,,,,,,,,,,,0,18786.166,16956.568,0,0,0,0,0,0,0,
5277,510.26209110101144,4.628587,,,,,,,,,,,0,0,0,8874.494,11371.756,0,0,0,0,0,
5278,279.2486558716723,4.6286354,,,,,,,,,,,112330.97,132153.58,165856.7,114981.73,118985.414,211751.64,233979.38,87793.04,116517.87,171561.44,
5279,325.2381037274977,4.6286335,,,,,,,,,,,362662.72,408670.0,552985.9,338359.16,343616.16,624976.9,797814.25,253221.5,335072.12,523554.7,
5280,409.1904593967082,4.6286287,,,,,,,,,,,37809.758,45527.426,48066.973,37292.715,37292.035,40381.84,35392.402,32456.068,33866.395,36650.945,
5281,559.472666309822,4.6286383,,,,,,,,,,,91282.61,121265.03,204828.47,91750.53,91790.57,260327.06,331516.97,62212.836,81122.58,171853.17,
5282,811.4958507971314,4.6287565,,,,,,,,,,,0,26701.02,30252.213,0,0,0,0,30669.484,0,59737.53,
5283,530.2273718239153,4.6289673,,,,,,,,,,,0,0,0,0,0,14739.113,21135.98,0,0,0,
5284,844.4963322951397,4.6296377,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10061.405,
5285,443.24178835190196,4.629698,,,,,,,,,,,0,0,0,101688.45,0,0,111863.64,0,0,0,
5286,375.2204315410018,4.6300645,,,,,,,,,,,13831.083,0,0,0,16497.143,24049.95,21947.84,0,16653.49,19690.828,
5287,495.3002162244656,4.630821,,,,,,,,,,,99747.734,101494.57,0,0,110309.06,218835.55,167415.33,89468.38,129825.46,265988.94,
5288,587.3386354190086,4.6311555,,,,,,,,,,,0,0,0,23358.793,0,49892.766,48140.277,0,0,0,
5289,644.4361190484066,4.6311717,,,,,,,,,,,16807.035,0,28055.18,23912.117,0,22838.758,0,0,0,0,
5290,496.3018419399065,4.631358,,,,,,,,,,,0,30960.736,36191.527,32446.262,0,24450.338,0,0,0,0,
5291,898.5438283517782,4.631446,,,,,,,,,,,15867.515,9946.172,0,0,0,0,24341.424,9510.751,0,34922.79,
5292,753.6250173559779,4.6316257,,,,,,,,,,,129534.46,150926.58,171246.53,136141.48,136784.67,204120.11,224124.06,105917.34,139224.95,190563.98,
