row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,pos_FRN3_N2.mzML Peak area,pos_FRN1_N2.mzML Peak area,pos_HFO1_N2.mzML Peak area,pos_FRN5_N2.mzML Peak area,pos_FRN2_N2.mzML Peak area,pos_FRN4_N2.mzML Peak area,pos_HFO2_N2.mzML Peak area,pos_HFO5_N2.mzML Peak area,pos_HFO3_N2.mzML Peak area,pos_HFO4_N2.mzML Peak area,
6517,847.5669668389636,5.663591,,,,,,,,,,,0,0,0,0,0,0,0,7308.494,3205.8948,6680.2744,
6518,415.3351965444863,5.663683,,,,,,,,,,,0,0,19295.475,0,0,0,0,21996.002,0,0,
6519,776.542932230948,5.6652656,,,,,,,,,,,0,0,0,3533.2305,0,0,0,0,0,0,
6520,818.4969636765426,5.6652656,,,,,,,,,,,0,0,0,5075.9863,0,0,0,0,0,0,
6521,340.320830145059,5.666568,,,,,,,,,,,0,0,0,0,0,0,0,3308.2249,0,0,
6522,744.5617859868726,5.668069,,,,,,,,,,,0,20917.588,0,0,0,20310.129,0,16597.83,0,25982.896,
6523,618.4763698080856,5.6700654,,,,,,,,,,,10148.504,12222.808,0,11104.673,14493.02,7311.8447,0,25038.947,22278.377,20328.527,
6524,817.5411696048639,5.6719275,,,,,,,,,,,0,2370.2295,0,0,0,0,0,0,0,0,
6525,994.7449347818878,5.6719275,,,,,,,,,,,0,2549.2258,0,0,0,0,0,0,0,0,
6526,368.4249640656564,5.674293,,,,,,,,,,,7893.692,5807.6724,10002.315,0,0,0,0,0,0,0,
6527,336.32579174508214,5.6755567,,,,,,,,,,,54956.49,0,0,0,30739.535,0,0,48086.1,0,0,
6528,793.4989311188415,5.6760597,,,,,,,,,,,25204.97,26605.146,0,23138.516,26007.883,24110.422,0,36173.977,33251.176,36895.36,
6529,854.5052495946775,5.6765275,,,,,,,,,,,0,0,2742.0422,0,0,0,0,0,0,0,
6530,502.4101988298464,5.676816,,,,,,,,,,,0,0,0,0,0,0,156749.62,0,0,0,
6531,538.4235398543059,5.676816,,,,,,,,,,,0,0,0,0,0,0,24772.688,0,0,0,
6532,610.4890331070279,5.676816,,,,,,,,,,,0,0,0,0,0,0,6674.566,0,0,0,
6533,722.4755999352064,5.676816,,,,,,,,,,,0,0,0,0,0,0,3969.3184,0,0,0,
6534,792.5708292362203,5.6785407,,,,,,,,,,,0,0,0,0,0,0,0,0,3835.298,0,
6535,862.5588634929057,5.6785407,,,,,,,,,,,0,0,0,0,0,0,0,0,25563.51,0,
6536,888.5653427517947,5.6785407,,,,,,,,,,,0,0,0,0,0,0,0,0,10335.858,0,
6537,771.5166947123327,5.678849,,,,,,,,,,,9404.324,9282.354,0,6780.971,12257.515,0,0,11850.519,11461.128,15166.299,
6538,846.5630259546281,5.679021,,,,,,,,,,,0,0,16612.232,10683.598,0,0,0,0,0,0,
6539,598.4485318900897,5.6798277,,,,,,,,,,,7166.4478,0,0,0,9149.556,0,0,0,0,0,
6540,796.5115975402676,5.6820946,,,,,,,,,,,0,0,0,12970.295,0,6653.5234,11915.84,0,0,0,
6541,399.32544336583675,5.6822166,,,,,,,,,,,8204.27,0,6908.411,0,16698.607,0,34408.727,0,0,0,
6542,671.485716512808,5.6822863,,,,,,,,,,,0,0,0,0,0,0,0,1941.4258,0,0,
6543,510.45192278318075,5.6829767,,,,,,,,,,,33799.742,33336.99,10870.768,50668.816,36634.477,37439.79,0,12658.617,10655.445,11010.119,
6544,311.3136574106206,5.6834,,,,,,,,,,,0,2749.9722,0,2928.3896,0,2118.0356,0,0,0,3571.2354,
6545,577.4683961603632,5.685332,,,,,,,,,,,0,0,0,0,12963.371,0,0,0,0,0,
6546,816.4832192381496,5.685576,,,,,,,,,,,5976.315,0,0,0,5781.259,0,1469.079,8311.513,0,5762.394,
6547,481.47277651473746,5.686477,,,,,,,,,,,57513.105,29390.549,18810.195,38141.35,18684.361,12204.282,0,28371.846,18826.982,24212.875,
6548,337.3292801590231,5.6870008,,,,,,,,,,,0,0,0,16653.434,6723.693,0,0,0,7396.7334,0,
6549,422.32626804035107,5.687617,,,,,,,,,,,40524.855,0,194698.61,219855.67,230653.03,0,0,225374.89,238375.6,0,
6550,874.5806922430352,5.6884866,,,,,,,,,,,0,0,0,0,0,0,0,3012.267,8293.759,0,
6551,815.4813136538233,5.6912756,,,,,,,,,,,11044.929,10873.084,0,0,12910.4375,11438.178,3173.2407,15976.368,17069.31,15360.723,
6552,386.39916863899543,5.6923804,,,,,,,,,,,17948.09,0,0,32498.633,32722.17,18627.566,3195.0933,14459.141,21021.477,19022.514,
6553,444.3681035783133,5.6928816,,,,,,,,,,,0,0,0,0,0,0,0,0,0,896.37195,
6554,260.2372305421665,5.692972,,,,,,,,,,,0,0,0,0,0,0,2626.4023,0,0,0,
6555,507.3662187474461,5.692972,,,,,,,,,,,0,0,0,0,0,0,6204.871,0,0,0,
6556,539.4267412198002,5.692972,,,,,,,,,,,0,0,0,0,0,0,8676.117,0,0,0,
6557,834.4883658746381,5.692972,,,,,,,,,,,0,0,0,0,0,0,3045.25,0,0,0,
6558,856.510821554765,5.6935673,,,,,,,,,,,0,0,0,0,0,0,0,0,13345.552,11009.131,
6559,409.2237917283677,5.694745,,,,,,,,,,,0,0,0,6065.243,4654.5024,5414.3867,0,0,7103.006,3706.9707,
6560,558.4011852192615,5.696028,,,,,,,,,,,0,0,6271.617,0,3487.1675,0,0,0,8327.99,0,
6561,843.5934079990556,5.696007,,,,,,,,,,,13248.42,9142.931,16463.475,15696.02,0,0,0,21269.43,21283.39,0,
6562,593.396073826447,5.6966424,,,,,,,,,,,0,0,0,8477.038,0,0,0,0,0,0,
6563,572.4173034103289,5.697337,,,,,,,,,,,0,6342.158,0,9197.404,11130.207,10583.711,0,0,0,0,
6564,441.35063267770033,5.698411,,,,,,,,,,,0,0,0,0,0,9595.762,0,0,0,14661.71,
6565,553.4039533595305,5.6984196,,,,,,,,,,,0,0,0,0,0,0,0,2853.5273,0,0,
6566,667.5342763016922,5.6984196,,,,,,,,,,,0,0,0,0,0,0,0,2929.246,0,0,
6567,753.5061466293097,5.6984196,,,,,,,,,,,0,0,0,0,0,0,0,1846.9883,0,0,
6568,993.7428763195394,5.7000246,,,,,,,,,,,0,21502.234,0,0,0,18789.36,0,18901.82,17995.664,0,
6569,312.3258889570246,5.7005625,,,,,,,,,,,190481.92,208846.08,196446.0,120850.7,173294.88,108967.26,0,217992.86,219043.88,198129.94,
6570,327.3367711158714,5.700687,,,,,,,,,,,12693.711,6848.9526,0,0,0,0,16046.994,0,0,0,
6571,842.5897946340641,5.7010546,,,,,,,,,,,23519.57,18338.967,29240.242,0,22171.53,24277.172,0,38653.496,50142.836,43491.945,
6572,761.5156614073296,5.701078,,,,,,,,,,,0,0,0,0,1962.1821,0,0,0,0,0,
6573,313.329366345397,5.701283,,,,,,,,,,,0,0,0,29428.414,0,0,0,49445.074,0,33909.387,
6574,557.3986120964753,5.7016435,,,,,,,,,,,0,0,0,0,0,0,0,0,23388.803,18663.719,
6575,597.4876496499083,5.7017326,,,,,,,,,,,6998.954,6298.861,0,3720.9204,5386.525,0,0,0,0,0,
6576,571.4139352643815,5.7022257,,,,,,,,,,,34675.848,0,56598.42,27093.79,31097.697,37096.52,0,47043.25,36631.08,54811.945,
6577,388.3422236633576,5.705786,,,,,,,,,,,0,0,313564.78,272365.66,310545.1,325876.44,0,281141.75,387291.38,0,
6578,371.3155019289817,5.707482,,,,,,,,,,,1565953.8,1552044.9,0,1885585.6,1895395.1,0,0,1629120.2,0,0,
6579,391.31054364466064,5.7080965,,,,,,,,,,,0,0,28670.914,0,0,0,0,0,0,0,
6580,410.36288363479116,5.7080965,,,,,,,,,,,0,0,10069.916,0,0,0,0,0,0,0,
6581,760.5123033261922,5.7081094,,,,,,,,,,,0,0,7505.0874,9606.47,3160.1272,0,0,0,12897.194,12310.397,
6582,606.4759138232772,5.708312,,,,,,,,,,,0,0,66119.35,0,0,0,0,0,0,9573.505,
6583,857.5154352350415,5.7086067,,,,,,,,,,,0,0,0,0,4243.5137,0,0,5431.166,9403.771,0,
6584,543.3831050332421,5.7086496,,,,,,,,,,,0,0,0,0,0,0,5612.44,0,0,0,
6585,756.5169515211093,5.7086496,,,,,,,,,,,0,0,0,0,0,0,10968.383,0,0,0,
6586,846.526567727981,5.7086496,,,,,,,,,,,0,0,0,0,0,0,2694.724,0,0,0,
6587,314.33251130985855,5.708741,,,,,,,,,,,0,2925.0771,0,0,0,0,0,5073.578,0,0,
6588,478.17824281562093,5.7104053,,,,,,,,,,,0,0,0,0,0,0,0,0,2623.9211,0,
6589,440.1779364654858,5.710914,,,,,,,,,,,5927.84,0,6654.8613,0,0,5074.1714,6822.3657,4305.7764,0,2898.7275,
6590,442.35379968236276,5.7112784,,,,,,,,,,,0,0,3942.6367,1829.9731,0,0,0,3303.8528,1902.9423,0,
6591,429.2401384356582,5.7115374,,,,,,,,,,,50774.24,55266.758,67262.0,0,0,0,0,103535.164,66835.875,0,
6592,859.5883891399106,5.712364,,,,,,,,,,,12623.087,0,0,13064.565,8773.467,11272.064,22105.7,25480.258,0,19871.654,
6593,848.5794705947769,5.7131042,,,,,,,,,,,4847.7354,0,0,0,0,7428.448,0,0,0,0,
6594,434.38403719774186,5.71334,,,,,,,,,,,6968.2686,0,5756.135,13900.577,5903.266,26491.094,7745.002,9361.816,6535.0015,20787.812,
6595,558.4363341666559,5.7142053,,,,,,,,,,,0,0,0,0,0,0,0,2294.026,0,0,
6596,434.38394864084967,5.716196,,,,,,,,,,,0,0,3830.8726,0,0,0,0,0,0,3623.8135,
6597,486.4154547672784,5.718103,,,,,,,,,,,0,3886.86,6619.4185,0,4374.6304,0,0,5358.5176,5948.8013,5804.884,
6598,396.4562194078449,5.719063,,,,,,,,,,,0,2899.3308,0,0,0,0,0,0,0,0,
6599,479.3733747694399,5.7193875,,,,,,,,,,,10276.972,9043.238,0,15701.797,9588.334,8596.496,0,18798.783,20455.002,15477.434,
6600,858.5849103683978,5.7195654,,,,,,,,,,,0,0,26154.371,0,0,15557.096,0,0,38300.523,24697.61,
6601,758.5322124754595,5.7201085,,,,,,,,,,,0,2995.0144,0,0,2726.4111,0,23162.7,0,0,0,
6602,849.5836453454436,5.722107,,,,,,,,,,,0,0,0,0,0,2851.9028,0,0,0,5216.377,
6603,867.5933009538298,5.7229276,,,,,,,,,,,4412.05,0,0,0,4724.2524,0,0,7564.468,0,0,
6604,815.5619365238875,5.7229967,,,,,,,,,,,0,0,0,0,0,9411.271,0,0,26719.928,0,
6605,474.37904004437337,5.7243795,,,,,,,,,,,0,0,0,0,0,0,0,0,0,16821.672,
6606,882.5842871529607,5.72442,,,,,,,,,,,0,0,0,0,0,0,4723.652,0,0,0,
6607,745.5655552497124,5.7262263,,,,,,,,,,,0,0,0,0,0,0,0,0,9567.778,0,
6608,992.7393526659654,5.7264915,,,,,,,,,,,13076.182,0,36482.695,0,20264.588,0,0,32728.316,35382.383,32812.434,
6609,425.2582162579921,5.728124,,,,,,,,,,,0,0,0,8473.148,0,0,0,0,0,0,
6610,901.5623783996845,5.728124,,,,,,,,,,,0,0,0,8064.309,0,0,0,0,0,0,
6611,773.5516826038346,5.7286444,,,,,,,,,,,51570.242,49748.97,84764.2,85171.266,0,43412.117,0,82392.03,115094.33,0,
6612,781.5203663391578,5.7287025,,,,,,,,,,,9476.843,11265.6455,19434.93,0,10760.846,9592.217,0,16806.146,19637.336,5733.333,
6613,878.497353403619,5.729993,,,,,,,,,,,0,0,0,0,0,0,0,4631.317,0,0,
6614,402.3575186352441,5.730135,,,,,,,,,,,10433.531,17351.184,7837.209,26492.967,0,0,0,13507.905,7186.9736,0,
6615,802.4991952598681,5.7303905,,,,,,,,,,,9274.271,11759.052,26560.584,13649.704,12561.643,12638.979,0,24590.459,29803.861,23942.162,
6616,802.5568317776831,5.7305856,,,,,,,,,,,0,3469.0022,14126.494,13014.048,0,0,0,0,22307.912,18316.215,
6617,478.40791415478185,5.732109,,,,,,,,,,,0,0,0,0,0,0,0,6138.5615,3904.6968,1708.9297,
6618,772.5483118556571,5.732105,,,,,,,,,,,105724.62,109268.73,183640.61,205610.98,115078.15,100588.74,0,195586.86,232941.67,168451.28,
6619,817.577706053584,5.7321453,,,,,,,,,,,10954.629,7780.0176,13316.5,22862.307,11838.224,6944.9307,0,18943.867,23053.332,16320.182,
6620,800.5773663603778,5.7321506,,,,,,,,,,,44618.12,55598.723,66046.03,68139.36,47803.875,47866.426,0,52604.25,56744.047,46464.78,
6621,801.582252656993,5.7321525,,,,,,,,,,,23005.59,26728.441,23951.71,31946.73,19615.633,21899.936,0,19910.406,22249.535,21534.277,
6622,508.39961829723876,5.732488,,,,,,,,,,,0,0,0,0,1911.9406,0,0,0,0,0,
6623,635.5030874512317,5.733151,,,,,,,,,,,0,0,0,0,0,0,0,0,1710.1403,1792.9772,
6624,824.5409669980448,5.733743,,,,,,,,,,,0,0,11180.264,4727.1035,6068.927,4322.4463,0,0,11988.712,8221.473,
6625,299.31380752388054,5.7338486,,,,,,,,,,,0,0,3876.364,3006.3596,0,0,0,0,0,0,
6626,780.5166051213005,5.733895,,,,,,,,,,,17810.31,20204.166,36680.67,17708.857,20152.586,19788.266,0,45796.754,46852.168,39812.957,
6627,816.5736001210464,5.7340717,,,,,,,,,,,26091.674,23930.492,34236.72,46748.266,0,25716.068,0,45372.945,48215.355,37127.31,
6628,824.4809267685183,5.734904,,,,,,,,,,,4420.592,5001.9424,14507.456,0,0,6800.6807,0,11003.306,13947.7295,11077.295,
6629,794.5312304904191,5.735747,,,,,,,,,,,7353.965,0,15880.862,15736.349,6901.0737,7223.373,0,16282.515,18149.824,14815.04,
6630,763.5089981828679,5.7358603,,,,,,,,,,,7725.744,0,15311.379,0,0,0,0,14610.916,0,0,
6631,762.506386428553,5.738372,,,,,,,,,,,0,14786.736,0,0,0,0,0,0,35651.555,0,
6632,456.2269524314384,5.7386856,,,,,,,,,,,93740.195,89448.33,99401.45,97369.36,101945.195,0,0,0,39215.766,66656.71,
6633,794.4997143081691,5.7387686,,,,,,,,,,,0,0,0,0,0,2246.165,0,0,16107.214,0,
6634,798.5635343830004,5.7391434,,,,,,,,,,,105144.02,130469.234,250283.12,123973.875,129938.914,134705.75,0,207992.66,183395.84,211751.73,
6635,310.31027332957626,5.740133,,,,,,,,,,,0,0,0,0,0,0,285520.3,0,0,0,
6636,408.2059165346382,5.740133,,,,,,,,,,,0,0,0,0,0,0,7485.6587,0,0,0,
6637,468.46075677337166,5.740133,,,,,,,,,,,0,0,0,0,0,0,5963.73,0,0,0,
6638,658.4878016116622,5.740133,,,,,,,,,,,0,0,0,0,0,0,13651.604,0,0,0,
6639,903.5800996459806,5.740133,,,,,,,,,,,0,0,0,0,0,0,1003.91895,0,0,0,
6640,879.5015014825633,5.740718,,,,,,,,,,,10523.926,0,0,0,12786.208,7443.891,0,0,13349.378,13417.567,
6641,866.5898145698139,5.741062,,,,,,,,,,,0,8343.564,16039.674,15445.734,0,0,0,17598.213,23715.658,17924.152,
6642,880.5059287478376,5.742492,,,,,,,,,,,3792.0322,0,0,4242.9653,0,0,0,4362.9766,0,0,
6643,799.5670778454377,5.7426353,,,,,,,,,,,53430.523,47154.75,127820.37,76791.0,61645.46,65295.266,0,98834.89,110451.84,78892.41,
6644,389.3049198277024,5.743957,,,,,,,,,,,0,0,0,2695.5894,0,0,0,0,0,0,
6645,623.5038271648277,5.743957,,,,,,,,,,,0,0,0,7378.1626,0,0,0,0,0,0,
6646,905.5188199225825,5.743957,,,,,,,,,,,0,0,0,10747.745,0,0,0,0,0,0,
6647,844.6019387500256,5.7439876,,,,,,,,,,,0,5797.9297,0,6563.812,0,15474.478,0,7104.151,0,0,
6648,576.4655687020831,5.7454495,,,,,,,,,,,22103.918,28590.871,0,25287.803,37848.297,16690.875,0,53958.246,0,44830.273,
6649,373.3220289748677,5.7457905,,,,,,,,,,,0,0,0,0,0,0,0,22825.008,0,0,
6650,396.38335813880616,5.7457905,,,,,,,,,,,0,0,0,0,0,0,0,5421.247,0,0,
6651,666.5301822442249,5.7457905,,,,,,,,,,,0,0,0,0,0,0,0,12130.463,0,0,
6652,784.5477974948569,5.7457905,,,,,,,,,,,0,0,0,0,0,0,0,5626.5415,0,0,
6653,821.5511146488292,5.747739,,,,,,,,,,,11178.015,0,0,0,0,0,0,0,26558.969,0,
6654,389.34573126886727,5.7482195,,,,,,,,,,,0,0,0,0,43327.32,0,0,0,0,0,
6655,486.4152128369359,5.7482195,,,,,,,,,,,0,0,0,0,3724.8032,0,0,0,0,0,
6656,820.5468889889579,5.749647,,,,,,,,,,,23733.723,20553.625,40714.793,28113.748,26724.172,22351.262,0,39949.176,55807.465,43198.15,
6657,803.562456884492,5.749763,,,,,,,,,,,0,0,6444.7524,0,0,0,0,7162.8457,10002.837,7623.7227,
6658,717.5338942473546,5.7505293,,,,,,,,,,,0,4819.5723,0,0,0,0,0,0,0,0,
6659,803.5026365162986,5.75066,,,,,,,,,,,0,4048.5894,11580.746,0,0,0,0,11710.165,0,0,
6660,900.5597722553047,5.751347,,,,,,,,,,,0,0,0,0,0,11154.275,0,0,0,0,
6661,907.5341451070155,5.751749,,,,,,,,,,,0,0,0,0,0,0,0,3396.669,3604.8735,0,
6662,457.2302845293649,5.7521,,,,,,,,,,,6001.4517,4111.4644,0,0,3557.7437,0,0,0,0,5602.56,
6663,620.491703937435,5.7524514,,,,,,,,,,,26024.195,0,0,0,0,19762.7,0,0,0,0,
6664,583.4143189341278,5.753257,,,,,,,,,,,0,0,28484.371,0,0,9645.826,0,33716.957,38303.387,30246.584,
6665,399.32568250573445,5.753529,,,,,,,,,,,11382.706,0,0,0,0,0,0,0,0,0,
6666,358.331391854506,5.754019,,,,,,,,,,,0,0,3704.7095,5377.7017,0,5491.3027,0,4516.3706,5420.8145,0,
6667,650.4396374159803,5.755232,,,,,,,,,,,0,0,10719.628,0,0,0,0,0,0,0,
6668,467.4572565313368,5.75565,,,,,,,,,,,0,0,0,0,0,0,25410.842,0,0,0,
6669,770.5333616332889,5.75565,,,,,,,,,,,0,0,0,0,0,0,7126.7515,0,0,0,
6670,925.5398140784984,5.75565,,,,,,,,,,,0,0,0,0,0,0,4772.4688,0,0,0,
6671,532.4209034978365,5.755865,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4250.9116,
6672,621.494795770194,5.7566423,,,,,,,,,,,9883.001,0,0,8468.814,0,0,0,0,0,0,
6673,863.5618356735208,5.75769,,,,,,,,,,,10222.506,7142.297,0,0,0,7865.7207,0,12647.724,9978.882,2987.4146,
6674,671.4857809618852,5.75957,,,,,,,,,,,0,0,0,0,0,0,0,2884.7935,5218.933,0,
6675,797.5510336638988,5.7619333,,,,,,,,,,,29658.68,29538.193,58654.47,49991.47,29990.7,26062.04,0,60826.848,71350.7,58054.3,
6676,598.4482567846903,5.7624955,,,,,,,,,,,4896.1475,9416.17,0,0,6998.458,0,0,13820.934,11320.556,10247.668,
6677,584.4181036426105,5.7626886,,,,,,,,,,,0,0,0,0,6839.21,0,0,15051.297,0,0,
6678,889.4967224706655,5.763099,,,,,,,,,,,4920.918,2904.397,0,0,0,0,216713.77,5378.7334,0,0,
6679,516.4260050382035,5.7639384,,,,,,,,,,,0,0,0,0,9707.339,0,0,0,0,0,
6680,623.3161624796847,5.7639384,,,,,,,,,,,0,0,0,0,2377.7454,0,0,0,0,0,
6681,818.5303994650621,5.764852,,,,,,,,,,,0,0,0,0,0,0,0,0,8337.741,4742.7124,
6682,673.5069379763769,5.7653074,,,,,,,,,,,0,5390.343,12925.242,4772.441,2497.418,0,0,0,0,0,
6683,622.3136546483356,5.7663045,,,,,,,,,,,0,16975.191,0,0,0,0,0,0,0,0,
6684,796.5474991607913,5.76719,,,,,,,,,,,63791.035,66705.62,123489.84,93511.664,66492.75,63436.07,0,123432.68,135460.77,107624.7,
6685,581.43712726275,5.768463,,,,,,,,,,,14914.642,0,0,0,18684.281,14874.01,0,0,20814.633,0,
6686,580.4338132312314,5.7689266,,,,,,,,,,,47878.207,50844.477,64752.215,52663.223,61376.145,44378.434,0,64190.43,61360.02,59318.0,
6687,993.7420871247638,5.769315,,,,,,,,,,,21531.906,0,0,0,0,0,0,0,0,0,
6688,607.4530771662467,5.7696967,,,,,,,,,,,0,0,0,5027.3867,4875.504,0,0,0,0,0,
6689,862.5587954570237,5.770701,,,,,,,,,,,19038.799,14944.131,29638.3,22284.535,23908.547,15016.399,0,25492.426,21494.752,20882.645,
6690,867.5143061669041,5.770736,,,,,,,,,,,7142.7285,7346.7026,14512.021,6748.577,9245.215,8001.6636,63753.82,11620.101,9772.936,13368.425,
6691,429.2102957788738,5.7710857,,,,,,,,,,,0,0,3818.318,0,0,0,14582.935,0,0,0,
6692,381.2976879651777,5.771272,,,,,,,,,,,0,0,0,0,0,0,6505.9995,0,0,0,
6693,996.458018257918,5.771272,,,,,,,,,,,0,0,0,0,0,0,30538.123,0,0,0,
6694,410.3628997025942,5.771332,,,,,,,,,,,0,0,6546.0107,0,0,0,0,0,0,0,
6695,783.5347751530371,5.771332,,,,,,,,,,,0,0,4811.6235,0,0,0,0,0,0,0,
6696,423.3299509763483,5.771471,,,,,,,,,,,0,0,0,58178.97,0,10782.292,0,0,0,56189.9,
6697,620.429823759552,5.7719965,,,,,,,,,,,0,0,0,0,0,0,0,0,0,9865.863,
6698,806.5317237000063,5.7719965,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2892.9849,
6699,295.1031203950725,5.772651,,,,,,,,,,,0,2471.7087,2930.5332,2605.235,4584.326,0,5439.713,0,0,4476.342,
6700,372.3191279369888,5.7735057,,,,,,,,,,,0,0,0,0,0,0,0,0,382080.4,0,
6701,825.4843091052154,5.7735057,,,,,,,,,,,0,0,0,0,0,0,0,0,10760.283,0,
6702,793.4991379798554,5.7744412,,,,,,,,,,,3090.8745,0,0,0,3016.0798,0,0,0,0,0,
6703,439.31865456667566,5.77547,,,,,,,,,,,0,0,0,0,2182.742,0,3937.6326,0,0,0,
6704,638.3369845186536,5.775929,,,,,,,,,,,43373.254,46087.832,44642.957,39486.336,42436.22,42532.715,0,44268.22,43877.332,39577.168,
6705,777.5777353658343,5.7761936,,,,,,,,,,,3577.8765,0,0,6436.2056,0,4739.3354,0,5653.1826,0,0,
6706,500.4308022711566,5.777114,,,,,,,,,,,3919.2063,0,0,5854.443,4409.914,0,0,0,6108.751,8141.4375,
6707,686.5204147987229,5.7771907,,,,,,,,,,,0,0,0,0,0,0,0,3573.231,0,0,
6708,825.5454121735553,5.7771907,,,,,,,,,,,0,0,0,0,0,0,0,4918.2974,0,0,
6709,779.5048686872947,5.7775755,,,,,,,,,,,0,0,0,0,0,5360.999,0,0,0,17271.438,
6710,621.3103429028979,5.7777104,,,,,,,,,,,42812.824,49715.742,42963.434,46718.72,44911.145,43514.785,0,47712.883,48217.48,42019.71,
6711,823.5673794645818,5.7794313,,,,,,,,,,,39943.934,47861.48,83916.03,71754.87,40263.465,46920.402,0,98120.26,87642.55,77882.164,
6712,778.5013147832801,5.779455,,,,,,,,,,,18397.143,19725.941,32920.57,33088.51,17065.51,14994.118,0,39730.094,53464.69,39558.03,
6713,412.37850785478213,5.7795486,,,,,,,,,,,0,0,1921.9202,0,0,0,0,0,0,1840.7166,
6714,528.4262535970709,5.7801523,,,,,,,,,,,0,0,0,0,0,0,56266.145,0,2861.8105,0,
6715,882.5253313755192,5.781411,,,,,,,,,,,0,0,0,0,2119.157,3838.9585,0,0,0,0,
6716,373.3218178390118,5.782007,,,,,,,,,,,0,0,0,0,27415.684,0,0,11086.599,29178.04,0,
6717,401.34135532165874,5.7824726,,,,,,,,,,,3944.4934,0,0,7331.3696,0,0,101740.26,0,0,0,
6718,822.5640120620833,5.782954,,,,,,,,,,,111542.03,99139.76,160364.86,110527.61,73003.234,91957.28,0,198866.6,182863.03,150576.69,
6719,705.211394484386,5.7831545,,,,,,,,,,,0,0,0,0,0,6359.6855,0,0,0,0,
6720,624.5076630986005,5.784944,,,,,,,,,,,1519.582,0,0,0,0,0,0,0,0,0,
6721,850.5457992483057,5.784944,,,,,,,,,,,4020.2175,0,0,0,0,0,0,0,0,0,
6722,422.3263043651589,5.7850494,,,,,,,,,,,0,220461.84,0,0,0,0,0,0,0,168127.44,
6723,411.34434904768415,5.78541,,,,,,,,,,,15374.07,15345.078,0,20878.32,0,14024.315,0,0,0,0,
6724,406.3888737956003,5.785858,,,,,,,,,,,10281.033,13758.075,0,17777.412,13162.008,0,0,0,11251.485,13562.767,
6725,256.2271579986169,5.786939,,,,,,,,,,,0,0,0,0,0,0,35729.15,0,0,0,
6726,260.23722017876673,5.786939,,,,,,,,,,,0,0,0,0,0,0,6871.3677,0,0,0,
6727,328.3208757131994,5.786939,,,,,,,,,,,0,0,0,0,0,0,31503.742,0,0,0,
6728,838.5222741999321,5.786939,,,,,,,,,,,0,0,0,0,0,0,2841.609,0,0,0,
6729,884.5431925608414,5.786939,,,,,,,,,,,0,0,0,0,0,0,429136.62,0,0,0,
6730,885.5467352369604,5.786939,,,,,,,,,,,0,0,0,0,0,0,255556.94,0,0,0,
6731,905.4722809706809,5.786939,,,,,,,,,,,0,0,0,0,0,0,18215.596,0,0,0,
6732,911.4804320522994,5.786939,,,,,,,,,,,0,0,0,0,0,0,97225.23,0,0,0,
6733,927.454996056474,5.786939,,,,,,,,,,,0,0,0,0,0,0,13544.207,0,0,0,
6734,1013.4365690029081,5.786939,,,,,,,,,,,0,0,0,0,0,0,3244.191,0,0,0,
6735,362.27732936372104,5.7871256,,,,,,,,,,,0,0,2466.06,0,0,0,0,0,0,0,
6736,845.5492983022033,5.787765,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8609.39,
6737,844.546850229879,5.787862,,,,,,,,,,,7559.1807,8085.728,20276.707,9544.959,0,0,0,22111.637,26908.402,25129.105,
6738,774.5635488681754,5.7881794,,,,,,,,,,,174032.08,188815.62,327000.4,224007.19,160613.1,201365.12,0,265347.47,291669.5,250273.33,
6739,775.5673184273602,5.7881794,,,,,,,,,,,85203.67,80764.07,142415.66,99019.24,78895.86,90152.4,0,112138.43,137513.97,111631.34,
6740,682.5249426195599,5.7891994,,,,,,,,,,,0,0,0,0,0,0,0,0,5223.402,0,
6741,800.4834348559376,5.7891994,,,,,,,,,,,0,0,0,0,0,0,0,0,9096.106,0,
6742,822.4653282621305,5.7891994,,,,,,,,,,,0,0,0,0,0,0,0,0,4385.82,0,
6743,577.4682816508673,5.790193,,,,,,,,,,,8513.465,0,0,0,12968.092,0,0,16757.639,0,14433.674,
6744,847.5649347414416,5.791201,,,,,,,,,,,0,0,0,1174.3215,0,0,0,0,0,0,
6745,865.5763529246935,5.791201,,,,,,,,,,,0,0,0,8346.64,0,0,0,0,0,0,
6746,597.4872127041083,5.791523,,,,,,,,,,,4521.9062,4844.839,0,0,0,0,0,0,0,0,
6747,901.5629280197338,5.793023,,,,,,,,,,,7011.7812,0,0,0,8330.099,4725.429,0,10836.48,0,0,
6748,857.5148012309073,5.79412,,,,,,,,,,,0,0,0,0,5305.399,0,0,4868.346,0,0,
6749,606.4494937466428,5.7944794,,,,,,,,,,,9321.243,11718.877,14201.611,0,0,10468.979,0,10588.807,11775.939,0,
6750,857.573004954226,5.794802,,,,,,,,,,,0,0,0,5111.8174,3883.736,0,0,0,7095.4824,4880.2666,
6751,426.25052511606526,5.794862,,,,,,,,,,,0,0,2684.1697,0,0,0,9637.669,0,0,0,
6752,398.43486356712185,5.7954297,,,,,,,,,,,0,0,0,0,1423.336,0,0,0,0,0,
