row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,pos_FRN1_O3.mzML Peak area,pos_FRN3_O3.mzML Peak area,pos_FRN5_O3.mzML Peak area,pos_HFO1_O3.mzML Peak area,pos_FRN4_O3.mzML Peak area,pos_FRN2_O3.mzML Peak area,pos_HFO2_O3.mzML Peak area,pos_HFO3_O3.mzML Peak area,pos_HFO5_O3.mzML Peak area,pos_HFO4_O3.mzML Peak area,
5585,988.4741474236516,6.2770867,,,,,,,,,,,0,0,0,26573.51,0,0,0,0,0,0,
5586,842.5886409014803,6.277976,,,,,,,,,,,9639.399,10426.632,15776.038,13820.51,9210.277,0,12217.1875,25819.705,25836.281,20974.465,
5587,923.5022434261565,6.279124,,,,,,,,,,,12002.546,0,0,0,8107.9453,11787.654,0,13258.824,13780.739,10697.28,
5588,916.5903077195604,6.279402,,,,,,,,,,,83803.97,68106.67,63550.367,0,51502.387,100307.05,96873.125,98612.13,94179.41,85613.93,
5589,907.5299147336196,6.2794476,,,,,,,,,,,130534.24,120365.48,104545.65,0,90283.36,135099.45,153116.22,139998.45,132037.9,141097.11,
5590,885.5480381267143,6.2794547,,,,,,,,,,,63361.066,61610.72,54685.684,0,49799.027,69176.38,88548.1,70178.195,68353.1,67392.42,
5591,929.5120403521473,6.2794976,,,,,,,,,,,48478.234,43268.6,32103.02,0,30941.926,44934.508,49200.402,45067.36,44200.535,42619.742,
5592,908.5332462192007,6.2806354,,,,,,,,,,,70620.195,0,0,0,49550.555,0,0,0,75048.09,66121.37,
5593,557.4199730203329,6.2807627,,,,,,,,,,,1700.7959,0,0,0,2564.3984,0,0,0,0,0,
5594,799.3999534945015,6.2809563,,,,,,,,,,,0,0,0,0,0,5649.5044,0,0,4626.244,0,
5595,902.5746290090368,6.2811947,,,,,,,,,,,288944.28,272707.1,274495.28,0,211263.75,332984.12,313697.38,300060.7,322396.06,297307.78,
5596,950.5591650536048,6.281195,,,,,,,,,,,9293.964,8620.579,8690.625,0,8243.531,12316.751,10492.82,11898.269,12167.458,11179.215,
5597,616.3711800178122,6.2820373,,,,,,,,,,,0,0,10793.366,10184.7295,0,7197.6113,0,0,0,0,
5598,697.3556725716361,6.2821064,,,,,,,,,,,0,6028.5527,0,0,0,7042.738,0,5689.7715,6116.836,0,
5599,798.5632876537463,6.2832804,,,,,,,,,,,10712.974,0,0,59729.99,0,0,0,0,0,0,
5600,627.525216948572,6.284043,,,,,,,,,,,0,0,0,0,8300.681,0,14163.213,0,13555.531,11739.821,
5601,575.5029988635114,6.284282,,,,,,,,,,,0,38021.566,28762.838,0,0,0,0,0,0,0,
5602,626.5220538737284,6.284575,,,,,,,,,,,0,0,0,0,44860.145,0,0,65270.98,78114.12,0,
5603,831.4969051358158,6.2866597,,,,,,,,,,,0,0,0,4622.353,2423.4292,0,12788.816,9354.189,0,0,
5604,782.5283525657157,6.287442,,,,,,,,,,,0,0,0,0,0,0,0,0,3427.62,0,
5605,854.5592972258268,6.2876825,,,,,,,,,,,0,0,0,0,5221.598,0,0,0,0,0,
5606,830.4937159470977,6.2882833,,,,,,,,,,,17246.488,0,0,0,0,0,0,0,16407.916,0,
5607,780.5166639084078,6.289543,,,,,,,,,,,0,0,0,0,7963.9966,0,16506.334,20444.01,0,22543.701,
5608,340.3480824922943,6.2898307,,,,,,,,,,,0,0,0,11562.119,122499.836,0,0,0,0,164953.55,
5609,841.5776569362762,6.290231,,,,,,,,,,,0,0,0,0,0,15595.42,0,0,0,0,
5610,601.5096687084988,6.292718,,,,,,,,,,,0,0,0,30753.64,0,0,0,0,0,0,
5611,728.397358215485,6.292718,,,,,,,,,,,0,0,0,11693.005,0,0,0,0,0,0,
5612,733.3554861337157,6.292718,,,,,,,,,,,0,0,0,11117.242,0,0,0,0,0,0,
5613,751.4027881829438,6.292718,,,,,,,,,,,0,0,0,3192.1675,0,0,0,0,0,0,
5614,876.559100282346,6.292718,,,,,,,,,,,0,0,0,630431.6,0,0,0,0,0,0,
5615,878.5655068575702,6.292718,,,,,,,,,,,0,0,0,92569.3,0,0,0,0,0,0,
5616,924.543719969599,6.292718,,,,,,,,,,,0,0,0,15043.331,0,0,0,0,0,0,
5617,625.5187454175531,6.293387,,,,,,,,,,,129359.59,124125.72,109122.7,154678.36,94019.59,144083.17,160437.94,145582.7,146449.98,132359.95,
5618,774.5636976905776,6.2934074,,,,,,,,,,,0,19985.393,33886.24,0,0,24539.53,0,21679.834,18068.5,29232.477,
5619,867.5778726592084,6.294123,,,,,,,,,,,0,9313.675,0,0,7837.1567,9740.953,0,0,0,0,
5620,642.5299911522172,6.2946067,,,,,,,,,,,3255.748,0,2321.3318,0,1187.7706,0,7176.4175,12723.246,6689.555,8658.609,
5621,775.5669822180779,6.2948804,,,,,,,,,,,4664.441,0,0,0,0,5224.6587,13251.873,8207.711,8374.309,14094.98,
5622,273.2323499264727,6.2954617,,,,,,,,,,,0,0,3614.155,0,0,0,0,0,0,0,
5623,867.5120648002303,6.2954617,,,,,,,,,,,0,0,2042.6509,0,0,0,0,0,0,0,
5624,887.554433757289,6.295609,,,,,,,,,,,0,0,0,0,7124.219,0,11411.128,0,0,0,
5625,823.5464958434823,6.2960825,,,,,,,,,,,0,2033.248,0,0,1661.6904,0,0,0,0,0,
5626,839.4318111235091,6.2968845,,,,,,,,,,,0,0,0,0,0,6748.6343,8196.89,0,0,0,
5627,852.5587905446265,6.297202,,,,,,,,,,,65519.234,91486.74,58931.3,0,0,59751.086,160943.38,161934.53,153656.12,0,
5628,917.5936400501296,6.300214,,,,,,,,,,,44067.594,39539.73,37109.44,60202.38,0,0,0,0,50197.61,0,
5629,848.5842669441096,6.300265,,,,,,,,,,,0,4238.205,2047.0568,0,0,4848.3677,13308.85,0,13135.91,8080.8525,
5630,835.5323178049647,6.300471,,,,,,,,,,,24735.398,31841.682,17417.838,0,22411.926,26392.729,54268.027,55264.254,48016.01,41386.195,
5631,866.5744248371494,6.300471,,,,,,,,,,,21355.908,24230.506,19949.43,0,17636.812,22287.66,50248.88,54395.375,43362.37,34780.375,
5632,802.5375764247464,6.302002,,,,,,,,,,,0,0,0,1659.497,0,0,6767.1743,4393.3,0,0,
5633,257.23010138600495,6.3031464,,,,,,,,,,,0,0,0,0,0,0,0,0,5013.7734,0,
5634,430.38902035014945,6.3035355,,,,,,,,,,,0,0,0,0,0,0,2790.7065,0,0,0,
5635,858.5177647566807,6.3037148,,,,,,,,,,,0,0,12767.602,0,17965.803,18346.012,0,40085.996,38829.934,31122.586,
5636,371.3902156885548,6.304327,,,,,,,,,,,6760.6533,0,0,0,5902.65,0,0,0,0,0,
5637,714.5513561783375,6.304482,,,,,,,,,,,0,6457.6064,0,0,0,0,0,0,0,0,
5638,682.5614630838699,6.30465,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2596.4878,
5639,797.3833947517458,6.30465,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8139.269,
5640,880.4995035897015,6.305111,,,,,,,,,,,7102.9326,6927.5156,0,0,0,0,13265.608,13905.115,10060.778,7826.133,
5641,857.5142516066851,6.305699,,,,,,,,,,,42350.754,50443.145,33805.29,0,39277.438,38247.816,89976.766,90457.63,76129.74,70446.54,
5642,890.5750840950848,6.3064423,,,,,,,,,,,0,2080.6592,0,202190.77,0,0,0,0,0,0,
5643,271.245892391935,6.307378,,,,,,,,,,,8018.5854,0,11016.324,0,8752.499,0,0,9309.021,0,0,
5644,577.5093784460305,6.307865,,,,,,,,,,,0,3359.1782,0,0,0,3339.6865,8477.934,8801.942,6932.437,5936.57,
5645,387.2888686798381,6.308066,,,,,,,,,,,0,6898.034,6782.693,0,5824.4893,8164.9824,0,0,4739.6484,4552.282,
5646,451.34174417644977,6.308416,,,,,,,,,,,0,0,0,8975.309,0,0,0,0,0,0,
5647,555.2929073371592,6.308416,,,,,,,,,,,0,0,0,3148.5776,0,0,0,0,0,0,
5648,599.5032691434926,6.308416,,,,,,,,,,,0,0,0,319934.72,0,0,0,0,0,0,
5649,602.5126958842035,6.308416,,,,,,,,,,,0,0,0,3188.0244,0,0,0,0,0,0,
5650,624.5067434533049,6.308416,,,,,,,,,,,0,0,0,2686.216,0,0,0,0,0,0,
5651,671.3398229500052,6.308416,,,,,,,,,,,0,0,0,21564.543,0,0,0,0,0,0,
5652,693.3595859856011,6.308416,,,,,,,,,,,0,0,0,10084.445,0,0,0,0,0,0,
5653,773.3843715207049,6.308416,,,,,,,,,,,0,0,0,10513.782,0,0,0,0,0,0,
5654,773.422268509065,6.308416,,,,,,,,,,,0,0,0,6610.444,0,0,0,0,0,0,
5655,791.4327268468188,6.308416,,,,,,,,,,,0,0,0,5968.2656,0,0,0,0,0,0,
5656,808.461159067977,6.308416,,,,,,,,,,,0,0,0,22546.223,0,0,0,0,0,0,
5657,813.4156456499882,6.308416,,,,,,,,,,,0,0,0,16459.719,0,0,0,0,0,0,
5658,859.5324814376372,6.308416,,,,,,,,,,,0,0,0,170922.52,0,0,0,0,0,0,
5659,880.5710676399506,6.308416,,,,,,,,,,,0,0,0,2569.6255,0,0,0,0,0,0,
5660,898.4910934231465,6.308416,,,,,,,,,,,0,0,0,12044.946,0,0,0,0,0,0,
5661,903.4968713337332,6.308416,,,,,,,,,,,0,0,0,76850.82,0,0,0,0,0,0,
5662,904.499804492835,6.308416,,,,,,,,,,,0,0,0,37762.555,0,0,0,0,0,0,
5663,240.23201101449598,6.309555,,,,,,,,,,,5640.314,6658.0273,0,0,5706.665,4729.5483,6949.548,6709.157,5750.8945,0,
5664,622.3353106336424,6.309622,,,,,,,,,,,0,0,0,0,0,0,0,1407.4407,0,0,
5665,824.5782567712389,6.309622,,,,,,,,,,,0,0,0,0,0,0,0,7042.8438,0,0,
5666,228.2051485538102,6.3103075,,,,,,,,,,,0,0,4430.8755,0,0,0,0,0,0,0,
5667,319.29956802587196,6.3103075,,,,,,,,,,,0,0,3543.4417,0,0,0,0,0,0,0,
5668,411.3941862131312,6.3103075,,,,,,,,,,,0,0,5561.253,0,0,0,0,0,0,0,
5669,229.19887757505327,6.3113,,,,,,,,,,,0,0,359882.4,0,0,0,0,0,264708.62,381871.97,
5670,853.5620725647203,6.3113346,,,,,,,,,,,0,0,0,0,33245.527,0,81318.8,0,0,0,
5671,839.5267179017821,6.3117065,,,,,,,,,,,0,3551.2776,0,0,2285.5796,2784.3015,9681.239,7965.25,13191.065,11058.501,
5672,241.22727102719142,6.312177,,,,,,,,,,,5472.933,0,5250.429,0,0,4053.2996,0,0,5139.244,6462.748,
5673,229.19364742450767,6.312311,,,,,,,,,,,5655.4,5179.995,0,0,5024.1724,0,0,0,0,5779.379,
5674,226.21634862906583,6.313011,,,,,,,,,,,6024.5596,5282.996,7764.8643,0,4386.8306,0,0,0,5532.7676,6760.665,
5675,315.30024577893295,6.313079,,,,,,,,,,,0,0,5954.881,0,4191.3354,0,0,0,4010.6992,6522.5977,
5676,845.5292221211657,6.313841,,,,,,,,,,,8584.581,8173.35,8128.0444,0,9460.178,12238.996,0,6096.4546,7039.7593,7572.8794,
5677,360.3232806059447,6.313944,,,,,,,,,,,0,6185.714,12396.335,0,7585.7227,0,0,8745.567,8795.015,10838.907,
5678,210.1567590308773,6.314625,,,,,,,,,,,0,0,7317.189,0,0,0,0,0,6609.4873,0,
5679,835.5748346426319,6.314829,,,,,,,,,,,0,0,0,0,0,5468.418,11354.455,12487.465,13707.683,13275.891,
5680,228.18386170101263,6.315237,,,,,,,,,,,0,10053.339,15017.6,0,0,0,0,0,0,0,
5681,834.5714120705248,6.3151913,,,,,,,,,,,7702.2397,0,0,0,0,9726.992,0,21992.791,30411.293,28981.654,
5682,230.18297323484362,6.316164,,,,,,,,,,,0,6004.446,0,0,4608.3774,4822.499,5252.62,0,0,0,
5683,268.2633897226423,6.3175864,,,,,,,,,,,7615.363,5273.954,9651.218,0,5255.7144,5077.2856,0,7030.536,5806.636,10112.102,
5684,840.5738381614158,6.317938,,,,,,,,,,,18458.64,23403.102,26211.744,0,20722.934,24260.195,13255.851,16148.2705,18322.518,18999.896,
5685,209.15348107844798,6.3183312,,,,,,,,,,,53616.43,43173.652,59473.13,0,45388.99,0,0,0,54190.86,76409.66,
5686,816.5740720688927,6.3185477,,,,,,,,,,,9556.25,9466.532,8770.195,0,8221.632,15240.693,0,0,7030.138,0,
5687,594.6009604720887,6.318853,,,,,,,,,,,0,0,0,0,0,0,0,0,3223.1606,0,
5688,621.6289276856436,6.31908,,,,,,,,,,,6494.2617,6296.4175,6212.389,0,5396.256,0,7970.162,6920.0103,0,9636.041,
5689,834.4763059727292,6.3192983,,,,,,,,,,,0,0,0,0,0,0,8252.987,0,0,0,
5690,851.5979456573502,6.3192983,,,,,,,,,,,0,0,0,0,0,0,3397.9585,0,0,0,
5691,212.20077186487273,6.3195896,,,,,,,,,,,6101.247,5538.4907,9110.685,0,5449.002,4975.6973,8223.354,8210.488,6686.383,9266.681,
5692,840.5316429113425,6.319643,,,,,,,,,,,0,0,0,0,0,0,0,0,6365.4478,5340.57,
5693,338.3200215685104,6.319885,,,,,,,,,,,27309.045,24817.957,34517.984,33107.227,24074.271,0,22873.705,26764.25,24825.785,32562.53,
5694,338.35845052576286,6.3200717,,,,,,,,,,,19602.963,0,22449.2,27202.447,0,0,0,20699.49,18914.984,22210.457,
5695,228.18623002707236,6.320167,,,,,,,,,,,0,6793.3315,0,0,0,0,0,0,0,0,
5696,254.21133802339267,6.320433,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2077.2498,
5697,326.23007038831963,6.320433,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2432.3481,
5698,256.22703080976424,6.3216453,,,,,,,,,,,37978.633,30596.19,48241.836,41451.934,30481.152,24743.396,29700.201,39385.773,35513.055,53159.25,
5699,296.2945134293623,6.321728,,,,,,,,,,,0,5805.5415,7042.296,7126.462,5161.583,3663.6582,5876.0405,5653.573,6241.442,8154.452,
5700,830.5898999558019,6.321746,,,,,,,,,,,0,0,0,0,0,5125.6313,0,0,0,0,
5701,918.5972300182733,6.321949,,,,,,,,,,,10443.3,0,0,19124.982,0,0,0,0,0,8646.832,
5702,809.5149025010026,6.3222036,,,,,,,,,,,0,0,19563.754,0,16164.904,0,0,0,0,0,
5703,315.34500976270124,6.3222895,,,,,,,,,,,0,0,0,0,0,0,5123.8315,6625.412,0,0,
5704,260.24114273604107,6.3224783,,,,,,,,,,,0,0,10821.061,0,0,0,0,0,8322.501,0,
5705,356.3712007384389,6.3224783,,,,,,,,,,,0,0,7942.622,0,0,0,0,0,5529.875,0,
5706,228.2074026952898,6.322525,,,,,,,,,,,11373.52,0,14716.843,0,0,0,0,0,0,15267.752,
5707,293.2430889053702,6.3231697,,,,,,,,,,,29153.521,24259.441,31693.465,26138.924,24746.074,18800.129,25242.934,30017.98,25886.686,33856.426,
5708,226.18000570473356,6.3232207,,,,,,,,,,,89034.19,76866.31,109929.97,113344.734,79432.055,63268.023,91616.9,93258.3,86497.92,116537.77,
5709,259.23787119593953,6.323222,,,,,,,,,,,74109.72,66550.15,80911.625,78190.49,62475.24,46227.17,60412.91,76486.04,67561.0,91491.31,
5710,336.3260085014076,6.323222,,,,,,,,,,,23694.314,20377.152,32195.434,26569.281,20961.299,15844.541,20897.652,26707.668,24524.14,31386.795,
5711,369.38369643962085,6.323222,,,,,,,,,,,312380.34,267167.88,312141.97,368808.5,223902.88,220585.73,277435.94,320533.94,308658.1,379087.78,
5712,354.3363838548538,6.323224,,,,,,,,,,,49875.477,47993.047,65366.02,62806.344,45397.656,34054.355,42700.504,53020.836,50825.0,68638.99,
5713,227.18324552559193,6.3232985,,,,,,,,,,,8363.162,0,0,0,9383.635,6363.1626,0,0,12108.057,14943.481,
5714,850.5944853891833,6.323326,,,,,,,,,,,0,0,0,0,4897.1846,5393.1147,9573.996,14752.638,12837.178,10086.266,
5715,288.2681358044093,6.3234754,,,,,,,,,,,0,10821.054,13633.503,15183.538,13370.379,11911.977,16102.982,14030.068,14884.411,13910.862,
5716,229.1796990061396,6.323513,,,,,,,,,,,48298.566,41692.188,58861.44,0,39726.32,33557.273,0,56808.883,49373.75,69110.25,
5717,244.1906337225886,6.3238907,,,,,,,,,,,34179.707,29790.826,0,0,33515.38,27604.756,0,59482.383,0,55596.812,
5718,672.3439241158321,6.324187,,,,,,,,,,,0,0,0,6662.917,0,0,0,0,0,0,
5719,879.4964392439476,6.324669,,,,,,,,,,,13788.132,15139.98,0,25553.174,10020.681,12568.488,26005.29,27205.64,24024.34,23866.484,
5720,355.36799877821636,6.324795,,,,,,,,,,,29853.139,23043.838,35377.953,27715.658,24404.902,24191.44,24516.0,24969.285,26830.857,32072.178,
5721,338.34142238109996,6.3248,,,,,,,,,,,5332976.0,4647916.5,6391971.5,6485980.5,4454734.0,3641636.2,4869952.0,5544127.5,5115594.5,6548981.5,
5722,321.31496227712023,6.324807,,,,,,,,,,,88663.586,73986.01,114063.65,111874.9,71043.42,57967.656,77572.445,88965.52,81585.734,106165.54,
5723,675.6756426238087,6.3248,,,,,,,,,,,277520.22,198588.9,398014.8,386499.66,185506.98,135346.17,237733.84,306293.9,294029.28,451494.97,
5724,676.6789095241402,6.3253407,,,,,,,,,,,0,0,0,0,0,0,0,148342.12,0,0,
5725,396.38331449251456,6.3254104,,,,,,,,,,,5529.045,3605.9753,9818.277,3077.1624,0,4745.698,5174.697,5621.561,4126.874,8735.806,
5726,337.3293368991088,6.325557,,,,,,,,,,,0,5081.191,0,0,3246.0786,3570.0273,0,0,0,0,
5727,269.2109772877735,6.3261037,,,,,,,,,,,0,0,29315.996,0,0,0,0,0,0,0,
5728,781.5200134038633,6.3261294,,,,,,,,,,,0,0,0,9031.241,0,0,11208.881,0,11746.269,0,
5729,341.3514516024636,6.3262234,,,,,,,,,,,0,0,0,10769.512,0,0,0,9434.525,9563.612,14363.435,
5730,271.22654827107533,6.3263254,,,,,,,,,,,335108.44,299917.06,433344.6,373820.22,285959.88,223469.39,312397.34,350396.22,329786.84,453805.25,
5731,208.1694977550638,6.3263702,,,,,,,,,,,14345.853,11588.102,18413.787,15602.949,12497.899,10231.387,12586.656,14288.389,12477.746,17659.818,
5732,322.3184455265366,6.326891,,,,,,,,,,,18896.877,0,23826.287,24550.635,16223.017,0,16395.848,0,0,23085.947,
5733,227.21164138536045,6.3278666,,,,,,,,,,,8486.116,7829.8804,10307.488,9794.81,7117.6006,5001.5933,8982.221,8116.5303,8243.968,12390.861,
5734,338.36269885808036,6.327901,,,,,,,,,,,32786.57,26360.38,40200.305,38582.848,25876.984,22348.488,28632.41,32726.059,31146.473,42052.336,
5735,211.1691184693726,6.327948,,,,,,,,,,,82217.0,76993.8,103466.484,95543.76,72420.305,53275.64,85503.1,94283.18,83874.25,116472.74,
5736,228.1956512259153,6.327948,,,,,,,,,,,2070804.5,1826873.8,2557365.2,2258827.2,1762723.1,1386818.4,1877887.5,2089558.9,1928484.0,2791851.5,
5737,593.5975972095321,6.328882,,,,,,,,,,,0,0,0,0,0,6044.2417,0,0,0,9883.376,
5738,817.5774151989991,6.328882,,,,,,,,,,,0,0,0,0,0,7428.8057,0,0,0,2417.2886,
5739,210.18506944915225,6.3290224,,,,,,,,,,,8671.904,8942.672,12559.512,11630.61,6164.659,0,5790.117,0,8816.883,12043.877,
5740,270.242538485889,6.3294764,,,,,,,,,,,52394.535,49075.28,68826.484,73063.06,45208.25,37164.08,55841.168,54055.074,53966.773,68620.29,
5741,385.378392775395,6.3294744,,,,,,,,,,,10894.929,9059.906,11897.024,13397.699,8587.916,6488.7085,10249.234,12439.845,8132.997,14808.942,
5742,250.1776153630567,6.3296013,,,,,,,,,,,24268.273,20182.271,39494.56,24708.512,23277.045,13771.191,21499.938,23398.814,25866.781,42771.05,
5743,656.5457095801515,6.3302913,,,,,,,,,,,0,0,0,24814.049,0,0,0,0,0,18436.568,
5744,397.3784105606921,6.33067,,,,,,,,,,,19317.22,15577.142,27825.104,18598.688,18427.86,14652.886,0,21885.791,18337.213,24203.303,
5745,335.2902388012657,6.3311005,,,,,,,,,,,13697.714,13085.168,15526.889,12129.364,12309.785,8446.87,12737.281,13042.797,14018.838,19857.586,
5746,212.1723870336592,6.332297,,,,,,,,,,,0,9702.866,14985.311,0,0,0,11728.489,0,0,0,
5747,303.3038496765607,6.3338943,,,,,,,,,,,0,0,0,14952.135,0,0,0,13180.932,0,15602.487,
5748,831.4967862286741,6.3343806,,,,,,,,,,,0,0,0,0,3663.4658,0,0,0,0,0,
5749,363.2889381442443,6.3358006,,,,,,,,,,,0,2919.6143,0,0,0,0,0,0,0,0,
5750,370.38711742981036,6.3366947,,,,,,,,,,,0,58841.46,0,94619.7,0,0,0,0,75762.49,85048.445,
5751,266.1726469339381,6.3367887,,,,,,,,,,,1129.573,0,0,0,0,0,0,0,0,0,
5752,821.5298986055852,6.337525,,,,,,,,,,,0,0,0,0,0,3337.2805,0,0,0,0,
5753,272.2298322874601,6.3377695,,,,,,,,,,,0,51926.18,71344.13,57435.094,48601.34,0,0,0,0,72975.414,
5754,209.17729453899148,6.3378267,,,,,,,,,,,0,3372.3503,5095.5234,0,2609.46,0,0,3478.2505,0,4746.0874,
5755,355.3396624424298,6.338015,,,,,,,,,,,0,0,0,0,0,0,8909.081,10810.24,0,0,
5756,489.31302424058566,6.340376,,,,,,,,,,,5680.5464,0,0,0,2032.2681,2979.6238,0,2051.1492,0,0,
5757,230.2025544709586,6.3407288,,,,,,,,,,,0,0,0,12199.827,13261.775,8837.302,0,0,14379.891,0,
5758,668.5454253702756,6.341043,,,,,,,,,,,0,0,0,0,0,0,0,3661.7751,0,0,
5759,410.47178357167945,6.3421264,,,,,,,,,,,0,0,0,0,0,0,4526.155,3284.59,1966.9087,0,
5760,808.5120885683333,6.34415,,,,,,,,,,,0,0,0,173296.56,0,125159.73,236383.2,278326.88,0,192331.05,
5761,849.5863299918601,6.347961,,,,,,,,,,,0,0,0,0,0,0,7189.28,10284.96,0,4186.225,
5762,881.5154110874021,6.3482943,,,,,,,,,,,0,0,0,289841.53,0,0,0,4296.0693,0,0,
5763,425.4461267500434,6.350168,,,,,,,,,,,0,0,0,0,4695.6084,0,0,0,0,0,
5764,451.36108325794817,6.35028,,,,,,,,,,,0,0,0,0,0,0,0,0,7141.5815,0,
5765,335.22181494701726,6.3512383,,,,,,,,,,,0,3661.4858,0,0,0,2823.2397,0,0,0,0,
5766,964.4737357599554,6.3521643,,,,,,,,,,,0,6256.768,0,9179.112,0,0,10211.49,0,7700.7866,0,
5767,420.3184906919172,6.3535213,,,,,,,,,,,0,0,0,0,0,0,0,8187.3857,6317.9854,0,
5768,852.4755090076609,6.3559265,,,,,,,,,,,0,0,0,5073.8794,0,0,0,0,0,0,
5769,463.3777051732164,6.3567157,,,,,,,,,,,0,0,0,0,0,0,0,2510.8538,0,0,
5770,354.409028515963,6.3570266,,,,,,,,,,,0,0,3606.2253,4619.736,5011.6323,0,4460.323,0,0,0,
5771,214.1799302381371,6.35706,,,,,,,,,,,0,0,13322.69,0,0,0,0,0,0,0,
5772,242.17481940255655,6.35706,,,,,,,,,,,0,0,3856.0876,0,0,0,0,0,0,0,
5773,549.487624171478,6.35706,,,,,,,,,,,0,0,3443.879,0,0,0,0,0,0,0,
5774,792.4294029987554,6.361234,,,,,,,,,,,0,0,0,8691.665,0,0,8832.362,0,0,0,
5775,818.5882300657743,6.3660507,,,,,,,,,,,0,0,0,0,0,0,0,0,1862.3333,0,
5776,830.4937686235262,6.36649,,,,,,,,,,,0,25919.918,18989.133,21163.658,14113.916,0,41881.047,57465.72,42028.805,43861.16,
5777,314.3415096874932,6.3667006,,,,,,,,,,,46741.93,53410.656,58988.004,50314.223,50130.605,43169.027,53496.133,55533.36,42100.043,48536.945,
5778,752.5448585144085,6.368465,,,,,,,,,,,0,0,0,0,0,2074.2139,0,0,0,0,
5779,254.24764910043092,6.371693,,,,,,,,,,,0,0,0,12546.072,0,0,0,0,0,0,
5780,873.487832892878,6.3721004,,,,,,,,,,,0,0,0,6111.568,0,0,0,6200.38,0,0,
5781,315.3451624169888,6.374892,,,,,,,,,,,7142.9214,9717.512,11870.192,0,10081.6,5479.7476,5369.2896,2551.0342,0,0,
5782,775.567363284751,6.3861995,,,,,,,,,,,5105.0044,10867.078,19829.754,15496.569,8262.379,0,5396.529,9884.018,7246.736,0,
5783,907.5300492491067,6.3874097,,,,,,,,,,,0,0,0,149098.08,0,0,0,0,0,0,
5784,923.503164947353,6.3874097,,,,,,,,,,,0,0,0,12268.911,0,0,0,0,0,0,
5785,945.4853701125338,6.3874097,,,,,,,,,,,0,0,0,7430.143,0,0,0,0,0,0,
5786,601.5188830042852,6.3886266,,,,,,,,,,,0,0,26990.506,0,0,0,0,0,0,0,
5787,879.5784606282729,6.389412,,,,,,,,,,,0,0,28979.201,0,18883.164,0,0,0,0,31475.496,
5788,884.533856877981,6.3939085,,,,,,,,,,,0,13521.294,11885.297,0,8470.633,0,0,17689.283,0,15748.263,
5789,774.563913974951,6.3942547,,,,,,,,,,,25539.879,0,0,34274.91,0,0,0,0,16632.09,0,
5790,810.4774938547584,6.3985453,,,,,,,,,,,1946.2087,0,0,0,0,0,0,0,0,2445.4692,
5791,763.5106622034259,6.399302,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2599.86,
5792,861.5487382551495,6.399348,,,,,,,,,,,0,12793.899,0,0,9676.872,14725.147,0,17891.396,0,0,
5793,928.5920167497839,6.3998857,,,,,,,,,,,0,0,0,0,0,2034.0826,0,0,0,0,
5794,682.5614985490953,6.401029,,,,,,,,,,,0,0,0,0,0,4626.4863,0,21240.076,0,13351.604,
5795,883.5303431710786,6.402886,,,,,,,,,,,30046.73,26631.053,29759.645,0,23248.2,30679.777,44368.76,40789.656,38505.543,33790.664,
5796,906.5162727675767,6.4030776,,,,,,,,,,,5364.381,4372.9536,5862.7607,0,0,5604.694,0,6914.439,0,6186.5938,
5797,268.26343141119514,6.40317,,,,,,,,,,,0,0,0,10605.212,0,0,0,0,0,0,
5798,340.34817198825255,6.40317,,,,,,,,,,,0,0,0,169290.78,0,0,0,0,0,0,
5799,517.3890432161012,6.40317,,,,,,,,,,,0,0,0,2713.3108,0,0,0,0,0,0,
5800,557.4192631851106,6.40317,,,,,,,,,,,0,0,0,2204.6292,0,0,0,0,0,0,
5801,885.5484631433716,6.40317,,,,,,,,,,,0,0,0,76137.81,0,0,0,0,0,0,
5802,902.5747850872973,6.40317,,,,,,,,,,,0,0,0,309274.97,0,0,0,0,0,0,
5803,904.5814312334962,6.40317,,,,,,,,,,,0,0,0,38671.086,0,0,0,0,0,0,
5804,929.5124422527799,6.40317,,,,,,,,,,,0,0,0,58903.04,0,0,0,0,0,0,
5805,950.559309860275,6.40317,,,,,,,,,,,0,0,0,10779.523,0,0,0,0,0,0,
5806,643.5337905427598,6.4039326,,,,,,,,,,,0,0,0,0,0,0,0,4575.9463,0,0,
5807,743.4827623060585,6.4039326,,,,,,,,,,,0,0,0,0,0,0,0,2232.9954,0,0,
5808,893.5939916612782,6.4050546,,,,,,,,,,,7844.9106,0,6854.787,0,4946.882,0,0,10905.401,11028.22,7258.713,
5809,892.5908130319094,6.405388,,,,,,,,,,,0,12460.002,12891.269,0,0,14991.467,0,22440.826,0,0,
5810,862.5525955975137,6.406619,,,,,,,,,,,0,0,0,0,0,7446.6255,0,0,9715.063,0,
5811,878.5752043780369,6.4066415,,,,,,,,,,,49502.723,48012.547,0,0,39235.637,58191.285,75044.875,67683.62,65823.805,59203.766,
5812,683.5648788119421,6.407179,,,,,,,,,,,0,1197.8982,1259.6694,0,0,0,0,8162.7334,0,0,
