,feature_id,feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_level,fragments_ms2_spectrum_level,datafile:pos_hela_HG1.mzML:area,datafile:pos_hela_HG2.mzML:area,datafile:pos_hela_HG3.mzML:area,datafile:pos_hela_HG4.mzML:area,datafile:pos_hela_HG5.mzML:area,datafile:pos_hela_HG6.mzML:area,datafile:pos_hela_LG1.mzML:area,datafile:pos_hela_LG2.mzML:area,datafile:pos_hela_LG3.mzML:area,datafile:pos_hela_LG4.mzML:area,datafile:pos_hela_LG5.mzML:area,datafile:pos_hela_LG6.mzML:area,datafile:pos_hela_S1.mzML:area,datafile:pos_hela_S2.mzML:area,datafile:pos_hela_S3.mzML:area,datafile:pos_hela_S4.mzML:area,datafile:pos_hela_S5.mzML:area,datafile:pos_hela_S6.mzML:area
P,9738,P9738,8.864,792.55309,792.55378,0.87060338,C45H78NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 16:1_24:5,"PE 16:1(9)_24:5(9,12,15,18,21)",0.613833333,0.738431667,0.053141921,0.177740037,All,Some,162522.0817,160547.8662,129786.3924,159485.1883,135835.6652,108629.4608,73819.84924,84728.83986,68635.57161,39784.03275,77291.40833,76544.4474,132574.3697,127111.4733,114168.208,114788.8484,101032.7089,108418.5011
P,9738,P9738,8.864,792.55309,792.55378,0.87060338,C45H78NO8P,CCCCCC=CCC=CCC=CCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 16:1_24:5,"PE 16:1(7)_24:5(6,9,12,15,18)",0.882857143,0.883727143,0,0.176658429,Some,None,158786.0506,153644.752,129034.8101,134798.671,125448.232,81579.62584,80737.69208,88059.30012,77087.36083,70283.52098,90248.00709,83410.87267,131732.6277,116896.654,116588.6149,122247.9212,106489.7276,109223.3546
P,9747,P9747,8.867,690.50638,690.50683,0.651695219,C37H72NO8P,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 16:0_16:1,PE 16:0_16:1(9),0.478,0.86049,0.303554112,0.376692289,All,Some,0,65200.05441,38082.78867,0,12951.5228,16751.94025,0,0,0,0,0,52819.91525,33496.97703,45227.76573,41735.363,42211.94281,36175.70499,0
P,9747,P9747,8.867,690.50638,690.50683,0.651695219,C37H72NO8P,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 16:0_16:1,PE 16:0_16:1(6),0.846,0.911225,0,0.1757225,All,None,288000,161793.7789,203660.1307,117635.2683,199048.4772,103165.9101,37573.32595,171000,208000,55679.12335,88067.22689,0,209503.023,232772.2343,209264.637,170283.5516,111837.3102,0
P,9747,P9747,8.867,690.50638,690.50683,0.651695219,C37H72NO8P,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 16:0_16:1,PE 16:0_16:1(7),0.818,0.90185,0,0.171985,All,None,0,86006.16668,62257.08061,111364.7317,0,51082.14966,147426.674,0,0,162320.8767,151932.7731,180180.0847,0,0,0,26504.50559,69986.98482,0
P,9834,P9834,8.939,784.58424,784.58508,1.070629587,C44H82NO8P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 16:0_20:3,"PC 16:0_20:3(8,11,14)",0.408333333,0.888925,0.71841691,0.704459361,All,Some,330987.1589,435471.1855,322351.7726,198916.3895,185596.7675,143709.7549,0,0,0,0,0,0,261040.6859,333383.1728,316482.3706,266585.7661,265334.5895,239837.6936
P,9834,P9834,8.939,784.58424,784.58508,1.070629587,C44H82NO8P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 16:0_20:3,"PC 16:0_20:3(11,14,17)",0.624,0.931586667,0.457623195,0.521657222,All,Some,3002767.356,3235398.045,2455480.593,2639567.007,2468842.323,2459956.752,0,0,0,0,0,0,2361332.549,2828813.989,2479386.914,2392421.087,2420750.17,2144318.536
P,9834,P9834,8.939,784.58424,784.58508,1.070629587,C44H82NO8P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 16:0_20:3,"PC 16:0_20:3(5,8,11)",0.638333333,0.826073333,0.350994632,0.427236373,All,Some,206245.4856,319130.7693,242167.6345,221516.6037,205560.9094,246333.4935,0,0,0,0,0,0,247626.7653,127802.8383,274130.7152,220993.1464,243915.2407,75843.77084
P,9845,P9845,8.941,718.52829,718.53813,13.69447158,C39H76NO8P,CCCCCCCCC=CCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 8:0_26:1,PE 8:0_26:1(17),0.583,0.827845,0.410341629,0.469357803,All,Some,158000,0,0,128000,,0,0,,,0,0,0,,0,0,,0,
P,9957,P9957,8.991,834.6006,834.60073,0.155763104,C48H84NO8P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 20:3_20:3,"PC 20:3(11,14,17)_20:3(8,11,14)",0.635142857,0.865207143,0.423168359,0.488569687,Some,Some,0,0,0,0,0,0,0,0,0,0,0,18127.47875,0,0,0,0,0,0
P,9957,P9957,8.991,834.6006,834.60073,0.155763104,C48H84NO8P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 20:3_20:3,"PC 20:3(11,14,17)_20:3(11,14,17)",0.7024,0.930048,0.394764553,0.479056443,All,Some,0,0,0,0,0,0,0,0,0,0,0,9309.915014,0,0,0,0,0,0
P,9957,P9957,8.991,834.6006,834.60073,0.155763104,C48H84NO8P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 20:3_20:3,"PC 20:3(11,14,17)_20:3(5,8,11)",0.696666667,0.909061667,0.328970461,0.423749202,Some,Some,0,0,0,0,0,0,0,0,0,0,0,4162.606232,0,0,0,0,0,0
P,10123,P10123,9.077,742.53756,742.53813,0.767637347,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 18:1_18:2,"PE 18:1(9)_18:2(9,12)",0.8305,0.91443,0.055480978,0.218877782,Some,Some,768179.4784,1009068.533,779613.4354,787757.6294,542735.0847,478845.735,672762.5731,664981.0247,671696.6716,705039.9869,776331.1698,787877.719,642312.9084,608361.3902,612037.3078,573838.803,591040.89,578882.301
P,10123,P10123,9.077,742.53756,742.53813,0.767637347,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 18:1_18:2,"PE 18:1(11)_18:2(9,12)",0.848,0.915878,0.044384782,0.211895626,All,Some,1267201.441,1156418.652,932936.6087,882299.8673,921261.9691,648980.0363,958839.7661,1049124.763,919082.1833,1153659.795,1031034.685,1156794.043,958550.1171,975276.9481,955656.9652,887079.0897,882655.7784,917976.5359
P,10123,P10123,9.077,742.53756,742.53813,0.767637347,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 18:1_18:2,"PE 18:1(6)_18:2(9,12)",0.744,0.904518,0.044384782,0.200359626,Some,Some,254619.0803,194512.8147,277449.9559,249942.5033,106002.9462,132174.2287,238397.6608,115894.2125,359221.1451,111300.2181,382634.1449,315328.2383,299136.9745,306361.6617,262305.727,269082.1074,286303.3316,183141.1631
P,10241,P10241,9.13,774.54314,774.54322,0.103286683,C45H76NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COCCCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_22:6,"PE O-18:2(9,12)_22:6(4,7,10,13,16,19)",0.592181818,0.882846364,0.276177044,0.368444453,Some,Some,18706.3924,26516.81465,16436.37455,16050.62821,21586.65435,14305.65248,0,0,0,0,0,0,22933.95383,23986.20226,19673.68962,21874.9698,12813.83451,24453.44926
P,10241,P10241,9.13,774.54314,774.54322,0.103286683,C45H76NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COCCCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-18:2_22:6,"PE O-18:2(6,9)_22:6(4,7,10,13,16,19)",0.6098,0.857168,0.10659473,0.231972584,Some,Some,29693.6076,21983.18535,25263.62545,25249.37179,13813.34565,23194.34752,0,0,0,0,0,0,14266.04617,12713.79774,11326.31038,13125.0302,19786.16549,14746.55074
P,10256,P10256,9.139,766.5376,766.53813,0.691420269,C43H76NO8P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 18:1_20:4,"PE 18:1(11)_20:4(8,11,14,17)",0.9405,0.91804625,0,0.185854625,All,None,319172.7685,315576.3207,245154.302,315516.1009,247938.4164,199466.4419,115951.6518,124666.6667,121234.2629,114631.9806,149206.3427,135257.5992,302123.4568,263216.887,256534.1506,227061.1548,229973.3333,223633.1225
P,10256,P10256,9.139,766.5376,766.53813,0.691420269,C43H76NO8P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 18:1_20:4,"PE 18:1(9)_20:4(8,11,14,17)",0.9008,0.917838,0,0.1818638,Some,None,254105.7104,239711.8396,245154.302,226433.3524,183574.7801,154807.5391,115951.6518,124666.6667,121234.2629,114631.9806,149206.3427,131225.6569,189444.0187,203761.5402,193898.4238,200735.2238,165013.3333,177123.3768
P,10256,P10256,9.139,766.5376,766.53813,0.691420269,C43H76NO8P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 18:1_20:4,"PE 18:1(6)_20:4(8,11,14,17)",0.822285714,0.909022857,0,0.173130857,Some,None,213721.5211,239711.8396,213691.396,190050.5467,158486.8035,134726.019,94096.6963,124666.6667,97531.47429,89736.03885,75587.31461,97516.74395,152432.5245,177021.5727,171567.4256,174203.6215,165013.3333,170243.5007
P,10406,P10406,9.278,818.56907,818.56943,0.43979165,C47H80NO8P,CCCCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 18:1_24:6,"PE 18:1(9)_24:6(4,7,10,13,16,19)",0.7295,0.786630833,0.026858412,0.173099813,All,Some,48001.13255,47006.95653,40647.49268,35338.18185,35335.39235,19430.12762,28204.00054,21571.6055,28022.39985,29822.02877,30499.60108,32315.59991,39028.11915,38675.77193,35977.8049,36306.77434,35307.31983,37604.15805
P,10406,P10406,9.278,818.56907,818.56943,0.43979165,C47H80NO8P,CCCCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 18:1_24:6,"PE 18:1(11)_24:6(4,7,10,13,16,19)",0.747666667,0.7800625,0.024317619,0.172227012,All,Some,47955.99225,46980.9968,40662.55795,35318.52572,35303.68343,19477.27228,28274.05416,21644.02214,28221.08668,29931.72793,30575.69476,32523.15059,38963.14851,38616.75034,35981.52995,36267.48094,35403.44458,37635.41236
P,10406,P10406,9.278,818.56907,818.56943,0.43979165,C47H80NO8P,CCCCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 18:1_24:6,"PE 18:1(6)_24:6(4,7,10,13,16,19)",0.767833333,0.784835833,0.014316814,0.166720368,All,Some,48042.8752,47012.04667,40689.94937,35343.29244,35360.92421,19492.6001,28221.94531,21684.37236,28156.51346,29846.2433,30524.70415,32461.24951,39008.73235,38707.47774,36040.66515,36425.74472,35289.23558,37760.42959
P,10419,P10419,9.286,742.53774,742.53813,0.525225553,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 18:1_18:2,"PE 18:1(9)_18:2(6,9)",0.89,0.7453,0.060370203,0.211826163,Some,Some,319413.7623,0,0,0,275246.7811,226305.9981,0,0,0,0,0,0,0,214189.1117,200208.1599,203837.4679,217651.8947,164916.2916
P,10419,P10419,9.286,742.53774,742.53813,0.525225553,C41H76NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 18:1_18:2,"PE 18:1(9)_18:2(9,12)",0.839,0.8961975,0.028325582,0.196180216,Some,Some,0,0,0,0,0,40819.11903,0,0,0,0,0,0,0,20263.61032,0,0,93913.93706,0
P,10419,P10419,9.286,742.53774,742.53813,0.525225553,C41H76NO8P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 18:1_18:2,"PE 18:1(6)_18:2(6,9)",0.8975,0.76627,0.030185102,0.190525081,Some,Some,392586.2377,0,0,0,234753.2189,159874.8828,0,0,0,0,0,0,0,341547.2779,324791.8401,362162.5321,182434.1683,357083.7084
P,10464,P10464,9.315,834.59996,834.60073,0.922596845,C48H84NO8P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 20:3_20:3,"PC 20:3(11,14,17)_20:3(11,14,17)",0.7832,0.753074,0.733243837,0.74022247,All,Some,226888.134,208492.0303,134201.8651,209754.4204,187944.0748,241125.4061,9267.475036,19389.0983,8776.492004,24524.65857,12187.87683,14580.79834,160772.6558,129054.3538,162133.4711,143752.7021,145150.0137,132111.7374
P,10464,P10464,9.315,834.59996,834.60073,0.922596845,C48H84NO8P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 20:3_20:3,"PC 20:3(11,14,17)_20:3(8,11,14)",0.798285714,0.850552857,0.538361589,0.595573128,Some,Some,421499.8647,392308.807,341256.1711,398693.5167,414282.4391,453174.7888,96764.62197,151240.2898,108494.9941,136444.2337,116481.28,127695.5038,341409.1147,380130.0136,349862.5096,320017.2936,339162.1788,342162.1353
P,10464,P10464,9.315,834.59996,834.60073,0.922596845,C48H84NO8P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 20:3_20:3,"PC 20:3(11,14,17)_20:3(5,8,11)",0.770666667,0.771811111,0.408610033,0.481135805,Some,Some,257612.0013,260199.1628,223541.9638,206552.0629,156773.4861,209699.8051,15967.903,32370.61195,17728.51385,37031.10774,19330.84321,27723.69788,208818.2294,169815.6326,225004.0192,186230.0043,193687.8075,151726.1273
P,10680,P10680,9.422,724.52905,724.52757,2.042710397,C41H74NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-16:1_20:4,"PE O-16:1(7)_20:4(8,11,14,17)",0.585333333,0.921225,0.010500479,0.159056216,Some,Some,0,0,0,0,0,0,0,0,0,0,0,0,9491.178223,10755.4668,0,8476.009941,0,0
P,10680,P10680,9.422,724.52905,724.52757,2.042710397,C41H74NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-16:1_20:4,"PE O-16:1(9)_20:4(8,11,14,17)",0.4872,0.915428,0.008356327,0.146947862,All,Some,0,0,0,0,0,0,0,0,0,0,0,0,656.4872522,783.7576968,0,580.1423817,0,0
P,10680,P10680,9.422,724.52905,724.52757,2.042710397,C41H74NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCC=CCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE O-16:1_20:4,"PE O-16:1(6)_20:4(8,11,14,17)",0.5096,0.888059,0.008356327,0.146450962,All,Some,0,0,0,0,0,0,0,0,0,0,0,0,9552.334524,10860.7755,0,8543.847677,0,0
P,10964,P10964,9.616,760.58404,760.58508,1.367368395,C42H82NO8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 16:0_18:1,PC 16:0_18:1(11),0.494,0.944685,0.98492446,0.931808068,All,All,12575530.28,11261492.39,11237755.92,10649308.85,10772131.03,9297943.805,8210699.564,8718484.116,8844827.586,9241337.18,9408752.618,9211375.291,9466733.116,11129173.56,10383956.36,9772692.465,9293469.709,9032005.59
P,10964,P10964,9.616,760.58404,760.58508,1.367368395,C42H82NO8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 16:0_18:1,PC 16:0_18:1(9),0.753,0.896915,0.040768666,0.197606433,All,Some,0,0,0,0,0,0,0,0,0,485033.0901,0,0,0,0,0,0,0,0
P,10964,P10964,9.616,760.58404,760.58508,1.367368395,C42H82NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 16:0_18:1,PC 16:0_18:1(6),0.958,0.77567,0,0.173367,All,Some,44724469.72,46838507.61,43062244.08,38850691.15,32627868.97,29102056.19,20089300.44,20381515.88,21655172.41,20573629.73,21791247.38,22588624.71,38333266.88,38470826.44,41316043.64,37327307.53,38706530.29,35767994.41
P,11060,P11060,9.686,792.55274,792.55378,1.312213791,C45H78NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 16:1_24:5,"PE 16:1(9)_24:5(9,12,15,18,21)",0.855272727,0.837856364,0.010322584,0.177570976,All,Some,474395.0039,460662.9143,393081.0416,468143.0536,445009.009,414036.192,135459.456,161860.8799,127439.2211,137529.6656,137945.1396,117076.8565,397405.0726,364686.0465,351777.9191,345397.8082,329368.3446,361467.4492
P,11060,P11060,9.686,792.55274,792.55378,1.312213791,C45H78NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 16:1_24:5,"PE 16:1(6)_24:5(9,12,15,18,21)",0.858727273,0.82914,0.010092762,0.176860937,All,Some,167466.0422,186876.798,184811.3896,244360.3851,193855.8559,207181.7467,30621.80933,47086.80143,23430.87622,26321.4671,26491.81906,26375.40593,184593.5538,184435.4005,152031.6804,182093.2314,155786.544,170319.9317
P,11060,P11060,9.686,792.55274,792.55378,1.312213791,C45H78NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 16:1_24:5,"PE 16:1(7)_24:5(9,12,15,18,21)",0.816888889,0.82383,0.006308246,0.169118485,Some,Some,538138.9539,512460.2877,442107.5688,497496.5612,421135.1351,418782.0614,136918.7346,166052.3187,127129.9026,141148.8673,135563.0414,122547.7376,428001.3736,398878.553,379190.4005,375508.9604,374845.1113,381212.619
P,11225,P11225,9.769,838.62283,838.63203,10.97024639,C48H88NO8P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 20:2_20:2,"PC 20:2(11,14)_20:2(11,14)",0.774666667,0.918603333,0.382922091,0.475664673,All,Some,85400,78000,61900,88000,93500,117000,0,0,0,0,0,0,61400,68300,68100,,80200,73700
P,11231,P11231,9.772,786.59966,786.60073,1.360283508,C44H84NO8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 18:1_18:1,PC 18:1(11)_18:1(11),0.908,0.927075,0.498289265,0.582138912,All,Some,4665179.743,5381182.554,4466511.171,3787046.803,3188537.7,2730185.097,3687001.234,3478657.718,4252651.66,4053859.06,4384531.59,4449926.308,3853465.602,4946755.464,4734291.053,4469728.551,4055186.955,3668389.058
P,11231,P11231,9.772,786.59966,786.60073,1.360283508,C44H84NO8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 18:1_18:1,PC 18:1(11)_18:1(9),0.9405,0.91555,0.46749454,0.559600632,All,Some,11500000,13500000,10900000,8900000,7300000,5900000,6900000,6600000,7800000,7400000,8050000,8100000,9550000,12050000,12100000,11150000,9900000,9000000
P,11231,P11231,9.772,786.59966,786.60073,1.360283508,C44H84NO8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 18:1_18:1,PC 18:1(9)_18:1(9),0.973,0.904025,0.436699816,0.537062352,All,Some,6834820.257,8118817.446,6433488.829,5112953.197,4111462.3,3169814.903,3212998.766,3121342.282,3547348.34,3346140.94,3665468.41,3650073.692,5696534.398,7103244.536,7365708.947,6680271.449,5844813.045,5331610.942
P,11549,P11549,10.01,718.53753,718.53813,0.835028755,C39H76NO8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 16:0_18:1,PE 16:0_18:1(11),0.55,0.931715,0.081335228,0.213239682,All,All,2080995.475,2034908.89,1899706.167,1731679.45,1593087.032,1935213.115,1132523.364,1438781.097,1121033.592,1404945.799,1196019.704,1177066.451,1725198.163,1725646.337,1718396.598,1664492.441,1557753.695,1578158.859
P,11549,P11549,10.01,718.53753,718.53813,0.835028755,C39H76NO8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 16:0_18:1,PE 16:0_18:1(9),0.98,0.904155,0,0.1884155,All,None,1197285.068,1649696.3,1252464.721,1010173.885,811405.9013,784786.8852,590910.4613,795333.8888,698221.6142,925054.2005,774541.8719,728660.1837,1329205.647,1328969.175,1414238.463,1359179.266,1241379.31,1265254.582
P,11549,P11549,10.01,718.53753,718.53813,0.835028755,C39H76NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 16:0_18:1,PE 16:0_18:1(6),0.65,0.90656,0,0.155656,All,None,1131719.457,935394.8095,1027829.113,888146.6645,835507.0667,0,466566.1743,85885.01369,500744.794,0,509438.4236,584273.3657,1015596.19,995384.4879,967364.9394,1006328.294,800866.9951,876586.558
P,11833,P11833,10.136,794.56895,794.56943,0.604100764,C45H80NO8P,CCCCCC=CCC=CCC=CCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 16:0_24:5,"PE 16:0_24:5(6,9,12,15,18)",0.75225,0.79503625,0.003904983,0.157852612,Some,Some,365986.1201,428749.2401,274307.7803,454785.8169,324829.538,394711.2659,134209.111,175148.8463,134397.4474,125995.9832,136442.2375,132942.0396,385013.586,376378.0283,266739.083,323252.9444,323888.2834,325689.4118
P,11833,P11833,10.136,794.56895,794.56943,0.604100764,C45H80NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 16:0_24:5,"PE 16:0_24:5(9,12,15,18,21)",0.660666667,0.881928889,0,0.154259556,All,Some,223013.8799,152250.7599,253692.2197,112214.1831,186170.462,63288.73408,20790.88896,2851.153688,18602.55262,26004.0168,22557.76246,35057.96038,122986.414,103621.9717,192260.917,125747.0556,117111.7166,122310.5882
P,11853,P11853,10.15,744.55304,744.55378,0.99388388,C41H78NO8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 18:1_18:1,PE 18:1(9)_18:1(9),0.963,0.90464,0.001666465,0.188097172,All,Some,1079153.065,1075999.079,121041.2972,937092.9544,221921.0111,185397.7273,390392.1569,848180.4685,877194.9199,357652.8384,956611.834,995136.2632,997736.0356,1004200.477,827705.2133,891017.2532,870511.779,862167.1169
P,11853,P11853,10.15,744.55304,744.55378,0.99388388,C41H78NO8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 18:1_18:1,PE 18:1(11)_18:1(9),0.9175,0.91566,0.004791119,0.187148895,All,Some,3015000,3090000,2730000,2435000,2030000,1625000,1810000,1835000,1880000,1810000,2055000,2045000,2580000,2680000,2485000,2485000,2400000,2415000
P,11853,P11853,10.15,744.55304,744.55378,0.99388388,C41H78NO8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M+H]+,PE 18:1_18:1,PE 18:1(11)_18:1(11),0.872,0.92668,0.007915773,0.186200618,All,Some,1935846.935,2014000.921,2608958.703,1497907.046,1808078.989,1439602.273,1419607.843,986819.5315,1002805.08,1452347.162,1098388.166,1049863.737,1582263.964,1675799.523,1657294.787,1593982.747,1529488.221,1552832.883
P,12126,P12126,10.405,838.63083,838.63203,1.430901703,C48H88NO8P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,PC 20:2_20:2,"PC 20:2(11,14)_20:2(11,14)",0.529333333,0.859866667,0.251431006,0.340064805,Some,Some,0,105000,149000,141000,121000,0,65100,49800,52300,0,58300,77100,147000,121000,153000,140000,109000,131000
